2640173	3610
2081311	572335
1640367	73122
1529276	83328
2244369	83329
3080011	9112
12601670	921087
13492492	92123
2120520	92429
1599068	92431
45498436	92548
5944539	92993
774527	93110
109466	html
27689	ManuscriptDescriptions
39880944	W1
10865210	W10
65453124	W102
51726583	W104
41435348	W105
8720183	W106
44293916	W11
21052912	W110
26120805	W111
63828754	W113
25782904	W114
20530406	W116
38297903	W117
18650523	W12
12282257	W13
13065827	W132
255033033	W133
161375847	W137
41533560	W141
144452942	W142
44917577	W144
128228078	W148
2280312	W149
106600719	W15
12210747	W16
28279987	W163
24823177	W164
20546655	W165
47344093	W166
53077034	W167
31804554	W168
25436161	W169
51554255	W17
28171520	W170
34230500	W171
31815080	W172
33458345	W173
89497408	W174
61081678	W175
34744037	W176
18407755	W177
28123536	W178
20103465	W179
131737627	W18
22991463	W180
17097836	W181
14826042	W182
14731090	W183
16459949	W184
33319167	W185
32355168	W186
27761903	W188
19059318	W189
82608611	W19
22110031	W190
26733960	W192
45198134	W193
17274045	W194
26601359	W195
50178817	W196
63983534	W197
19685256	W198
44572910	W199
20643199	W2
14188219	W20
9501342	W200
184439628	W201
27953465	W202
25789652	W204
10453223	W206
15999988	W208
12389894	W21
28721399	W211
27493375	W215
17213468	W218
13587460	W22
29222078	W220
20561404	W225
16888771	W229
1900854	W23
21923336	W239
61546396	W240
29679230	W246
38153611	W25
46686463	W26
28617867	W262
35264342	W263
30345288	W266
37334409	W267
26062778	W269
29131592	W270
41292633	W277
37913082	W279
48563141	W281
29363406	W282
28038639	W284
46044080	W289
1611293	W29
39527942	W291
44391013	W292
23868094	W295
41256065	W298
50066428	W3
17500493	W30
229342300	W307
23129435	W309
32630546	W312
50227327	W313
55174416	W314
99103253	W315
1352780	W32
326813	W321
75552726	W33
41155590	W330
84314160	W34
20297886	W340
17857681	W343
30229516	W344
47381310	W349
42135514	W35
3981106	W352
97873990	W354
19923463	W355
16136605	W358
37721163	W36
73657012	W360
27356229	W365
43632673	W37
12641594	W371
34507495	W372
22631204	W388
19363734	W39
12196650	W393
33026093	W4
18508660	W404
32592664	W41
782990	W417
21997857	W42
63131291	W420
15700457	W421
663437	W423
17669116	W425
18251312	W426
64111955	W427
25970009	W428
22490089	W429
30126417	W43
16513634	W431
14811799	W432
16779262	W433
32636999	W434
27425677	W435
15545093	W436
19719193	W437
44889948	W438
43541384	W439
24409306	W44
46889583	W440
23354474	W441
5173598	W442A-D
2742376	W443A-F
21602435	W447
71653536	W45
35830011	W464
78074820	W47
24837142	W476
6583223	W478
28499775	W493
20253483	W494
15006678	W5
11624005	W504
12041861	W507
3599564	W508
9661041	W509
61747256	W51
37616688	W510
58860218	W513
584586	W518
68875397	W520
114407405	W521
24089282	W522
63453442	W523
36439223	W524
43650714	W525
33839618	W526
25515309	W527
53976439	W528
2016557	W529
393785	W530A
248949	W530B
306923	W530C
908033	W530D-E
1195764	W530F-G
97472033	W531
2382652	W532
85230995	W533
23299051	W534
233327473	W535
19176255	W536
105872170	W537
90757455	W538
176845537	W539
75872479	W540
72048279	W541
75798793	W542
98585626	W543
1312708	W544
32316986	W545
36472495	W546
46943006	W547
3266626	W548
16449329	W552
7144174	W553
25896461	W554
11095549	W555
22693510	W556
114150978	W557
60542169	W559
30184614	W561
30044583	W562
340316039	W563
18314738	W567
44854903	W568
169949424	W569
14692566	W575
31626292	W577
5244694	W578
8208647	W579
47416952	W580
9734847	W581
20046127	W582
16895577	W583
24604113	W584
32677715	W585
31656128	W586
59710221	W588
9905197	W589
41918795	W590
12583892	W591
44271640	W592
140740655	W593
211254029	W595
20584807	W596
76085884	W597
73190251	W598
98105214	W599
17704411	W600
111339807	W601
251207073	W602
106837152	W603
82871158	W604
105261975	W605
112704140	W606
107938909	W607
90794939	W608
126140868	W609
139993444	W610
95613326	W611
108539329	W612
26724029	W613
9234200	W615
102536521	W616
92759418	W617
77775307	W618
64711073	W619
52378930	W620
35705017	W621
73827127	W622
115407343	W623
71566943	W624
62833114	W625
93768689	W626
38935654	W627
32948810	W628
31737365	W629
44338296	W630
30169615	W631
28155300	W632
23538788	W633
41417326	W634
28419297	W635
27670909	W636
19295779	W637
43310589	W638
66422785	W639
82279770	W640
12080546	W641
26992929	W642
12176282	W643
35471465	W644
57927047	W645
47050083	W646
26113530	W647
36265194	W648
9793452	W649
1499961	W65
77933593	W650
4411124	W651
66823317	W652
14642198	W653
5680737	W654
18640741	W655
17613575	W656
108098895	W657
204178889	W658
118890987	W659
39993652	W66
7122010	W660
27523653	W661
27195210	W662
66350214	W663
104862152	W664
11833172	W665
41878894	W666
88213030	W667
36421785	W668
12808356	W669
20953099	W670
24122211	W671
6770986	W672
9141642	W673
2327902	W674
572751	W675
4462736	W676
2465341	W677
509407	W678
1470520	W679
18156612	W68
242241	W680
436946	W681
569579	W682
535691	W683
1496166	W684
583947	W685
488471	W686
604826	W687
656708	W688
308539	W689
24398909	W69
605732	W690
698523	W691
586190	W692
530146	W693
524287	W694
558244	W695
494550	W696
324175	W697
787582	W698
483519	W699
50161672	W7
29973915	W70
328081	W700
579831	W701
632027	W702
491388	W703
537586	W704
398877	W705
476811	W707
619960	W708
213911	W709
57834394	W71
510802	W710
699929	W711
562847	W712
627784	W713
617008	W714
564358	W715
26683650	W719
48703313	W72
37246829	W721
341819	W728
7266971	W73
690222	W731
631335	W732
51045236	W733
7043568	W734
19259343	W736
907161	W739
24788950	W740
37453847	W743
126151	W745
621286	W746
550385	W747
520009	W748
528112	W749
2775751	W750
6431927	W751
2447800	W754
818551	W756
611603	W757
190711227	W759
13579094	W76
220115950	W760
167160110	W761
55966836	W762
31607051	W764
22105134	W768
9521646	W769
811204	W771
64433552	W78
27760049	W782
10060929	W784
10283349	W786
2632985	W788
80372007	W79
23379199	W791
39166331	W793
444737	W794
6049143	W796
1735553	W8
39974752	W802
100725935	W805
32656063	W808
28788513	W81
504944	W812
28988901	W82
5222283	W829
68769639	W83
23998809	W834
52812340	W835
70546391	W836
3592389	W838
779398	W839
811936	W840
7687747	W842
6129107	W844
3630705	W845
71433271	W847
15593689	W848
17462827	W849
23530916	W85
88925258	W850
55025586	W853I
56044798	W853II
13397105	W86
481949	W865
30680962	W87
433891	W873
688955	W874
516650	W876
57479149	W88
595676	W889
16535019	W89
38429904	W9
52446919	W90
516441	W903
609894	W904
642362	W912
1459471	W9151-3
32282301	W916
98134818	W917
20379411	W918
47556835	W922
31142260	W934
20315956	W95
79609185	W96
26038353	W99
1849892	wam-kiosks
218451063	WDL
17030596	WDL-1
136326875	WDL-2
207197505	WDL2013
