host,group,file,todo_base,time
guardian01.library.upenn.int,A,A05310_0002_mscoll390_item1022.SUCCESS,0002_mscoll390_item1022,2019-11-21T01:41:00+00:00
guardian01.library.upenn.int,A,A05311_0002_mscodex1489.SUCCESS,0002_mscodex1489,2019-11-21T02:13:00+00:00
guardian01.library.upenn.int,A,A05312_0002_mscoll390_item2215.SUCCESS,0002_mscoll390_item2215,2019-11-21T02:36:00+00:00
guardian01.library.upenn.int,A,A05313_0002_mscoll390_item1827.SUCCESS,0002_mscoll390_item1827,2019-11-21T03:08:00+00:00
guardian01.library.upenn.int,A,A05314_0002_mscoll390_item132.SUCCESS,0002_mscoll390_item132,2019-11-21T03:42:00+00:00
guardian01.library.upenn.int,A,A05315_0002_mscoll390_item16.SUCCESS,0002_mscoll390_item16,2019-11-21T04:18:00+00:00
guardian01.library.upenn.int,A,A05316_0002_mscoll390_item2061.SUCCESS,0002_mscoll390_item2061,2019-11-21T04:43:00+00:00
guardian01.library.upenn.int,A,A05317_0002_mscodex80.SUCCESS,0002_mscodex80,2019-11-21T05:11:00+00:00
guardian01.library.upenn.int,A,A05318_0002_mscoll390_item309.SUCCESS,0002_mscoll390_item309,2019-11-21T05:35:00+00:00
guardian01.library.upenn.int,A,A05319_0002_mscoll390_item1108.SUCCESS,0002_mscoll390_item1108,2019-11-21T06:05:00+00:00
guardian01.library.upenn.int,A,A05320_0002_mscodex1140.SUCCESS,0002_mscodex1140,2019-11-21T06:29:00+00:00
guardian01.library.upenn.int,A,A05321_0002_mscoll390_item2050.SUCCESS,0002_mscoll390_item2050,2019-11-21T06:57:00+00:00
guardian01.library.upenn.int,A,A05322_0002_mscoll390_item865.SUCCESS,0002_mscoll390_item865,2019-11-21T07:25:00+00:00
guardian01.library.upenn.int,A,A05323_0002_mscodex1520.SUCCESS,0002_mscodex1520,2019-11-21T08:02:00+00:00
guardian01.library.upenn.int,A,A05324_0002_mscoll390_item292.SUCCESS,0002_mscoll390_item292,2019-11-21T09:34:00+00:00
guardian01.library.upenn.int,A,A05325_0002_mscoll390_item2045.SUCCESS,0002_mscoll390_item2045,2019-11-21T10:24:00+00:00
guardian01.library.upenn.int,A,A05326_0002_mscoll390_item830.SUCCESS,0002_mscoll390_item830,2019-11-21T10:50:00+00:00
guardian01.library.upenn.int,A,A05327_0002_mscoll390_item254.SUCCESS,0002_mscoll390_item254,2019-11-21T11:22:00+00:00
guardian01.library.upenn.int,A,A05328_0002_mscoll390_item532.SUCCESS,0002_mscoll390_item532,2019-11-21T11:49:00+00:00
guardian01.library.upenn.int,A,A05329_0002_mscoll390_item1126.SUCCESS,0002_mscoll390_item1126,2019-11-21T12:17:00+00:00
guardian01.library.upenn.int,A,A05330_0002_mscoll390_item501.SUCCESS,0002_mscoll390_item501,2019-11-21T12:51:00+00:00
guardian01.library.upenn.int,A,A05331_0002_mscodex1533.SUCCESS,0002_mscodex1533,2019-11-21T13:49:00+00:00
guardian01.library.upenn.int,A,A05332_0002_mscodex701.SUCCESS,0002_mscodex701,2019-11-21T14:57:00+00:00
guardian01.library.upenn.int,A,A05333_0002_mscodex1263.SUCCESS,0002_mscodex1263,2019-11-21T16:15:00+00:00
guardian01.library.upenn.int,A,A05334_0002_mscodex81.SUCCESS,0002_mscodex81,2019-11-21T16:50:00+00:00
guardian01.library.upenn.int,A,A05335_0002_mscodex1125.SUCCESS,0002_mscodex1125,2019-11-21T17:18:00+00:00
guardian01.library.upenn.int,A,A05336_0002_mscodex150.SUCCESS,0002_mscodex150,2019-11-21T17:45:00+00:00
guardian01.library.upenn.int,A,A05337_0002_mscoll390_item82.SUCCESS,0002_mscoll390_item82,2019-11-21T18:14:00+00:00
guardian01.library.upenn.int,A,A05338_0002_mscoll390_item1615.SUCCESS,0002_mscoll390_item1615,2019-11-21T18:36:00+00:00
guardian01.library.upenn.int,A,A05339_0002_mscoll390_item1153.SUCCESS,0002_mscoll390_item1153,2019-11-21T19:10:00+00:00
guardian01.library.upenn.int,A,A05340_0002_mscodex1721.SUCCESS,0002_mscodex1721,2019-11-21T19:43:00+00:00
guardian01.library.upenn.int,A,A05341_0002_mscoll390_item2427.SUCCESS,0002_mscoll390_item2427,2019-11-21T20:29:00+00:00
guardian01.library.upenn.int,A,A05342_0002_mscoll390_item2128.SUCCESS,0002_mscoll390_item2128,2019-11-21T21:01:00+00:00
guardian01.library.upenn.int,A,A05343_0002_mscoll390_item899.SUCCESS,0002_mscoll390_item899,2019-11-21T21:27:00+00:00
guardian01.library.upenn.int,A,A05344_0002_mscodex280.SUCCESS,0002_mscodex280,2019-11-21T21:52:00+00:00
guardian01.library.upenn.int,A,A05345_0002_mscoll390_item2310.SUCCESS,0002_mscoll390_item2310,2019-11-21T22:15:00+00:00
guardian01.library.upenn.int,A,A05346_0002_mscoll390_item2095.SUCCESS,0002_mscoll390_item2095,2019-11-21T22:40:00+00:00
guardian01.library.upenn.int,A,A05347_0002_mscoll390_item2112.SUCCESS,0002_mscoll390_item2112,2019-11-21T23:05:00+00:00
guardian01.library.upenn.int,A,A05348_0002_mscoll390_item1769.SUCCESS,0002_mscoll390_item1769,2019-11-21T23:28:00+00:00
guardian01.library.upenn.int,A,A05349_0002_mscodex946.SUCCESS,0002_mscodex946,2019-11-21T23:51:00+00:00
guardian01.library.upenn.int,A,A05350_0002_mscoll390_item3020.SUCCESS,0002_mscoll390_item3020,2019-11-22T00:15:00+00:00
guardian01.library.upenn.int,A,A05351_0002_mscoll390_item1586.SUCCESS,0002_mscoll390_item1586,2019-11-22T00:40:00+00:00
guardian01.library.upenn.int,A,A05352_0002_mscodex319.SUCCESS,0002_mscodex319,2019-11-22T01:06:00+00:00
guardian01.library.upenn.int,A,A05353_0002_mscoll390_item1497.SUCCESS,0002_mscoll390_item1497,2019-11-22T01:40:00+00:00
guardian01.library.upenn.int,A,A05354_0002_mscoll390_item1822.SUCCESS,0002_mscoll390_item1822,2019-11-22T02:11:00+00:00
guardian01.library.upenn.int,A,A05355_0002_mscoll390_item756.SUCCESS,0002_mscoll390_item756,2019-11-22T02:36:00+00:00
guardian01.library.upenn.int,A,A05356_0002_mscoll390_item1410.SUCCESS,0002_mscoll390_item1410,2019-11-22T03:12:00+00:00
guardian01.library.upenn.int,A,A05357_0002_mscoll390_item1241.SUCCESS,0002_mscoll390_item1241,2019-11-22T03:44:00+00:00
guardian01.library.upenn.int,A,A05358_0002_mscoll390_item2132.SUCCESS,0002_mscoll390_item2132,2019-11-22T04:12:00+00:00
guardian01.library.upenn.int,A,A05359_0002_mscodex839.SUCCESS,0002_mscodex839,2019-11-22T04:38:00+00:00
guardian01.library.upenn.int,A,A05360_0002_mscoll390_item900.SUCCESS,0002_mscoll390_item900,2019-11-22T05:05:00+00:00
guardian01.library.upenn.int,A,A05361_0002_mscoll390_item71.SUCCESS,0002_mscoll390_item71,2019-11-22T05:29:00+00:00
guardian01.library.upenn.int,A,A05362_0002_mscoll390_item1715.SUCCESS,0002_mscoll390_item1715,2019-11-22T05:55:00+00:00
guardian01.library.upenn.int,A,A05363_0002_mscoll390_item1297.SUCCESS,0002_mscoll390_item1297,2019-11-22T06:23:00+00:00
guardian01.library.upenn.int,A,A05364_0002_mscoll390_item1941.SUCCESS,0002_mscoll390_item1941,2019-11-22T06:48:00+00:00
guardian01.library.upenn.int,A,A05365_0002_mscoll390_item650.SUCCESS,0002_mscoll390_item650,2019-11-22T07:14:00+00:00
guardian01.library.upenn.int,A,A05366_0002_mscoll390_item942.SUCCESS,0002_mscoll390_item942,2019-11-22T07:40:00+00:00
guardian01.library.upenn.int,A,A05367_0002_mscodex180.SUCCESS,0002_mscodex180,2019-11-22T08:09:00+00:00
guardian01.library.upenn.int,A,A05368_0002_mscoll390_item1372.SUCCESS,0002_mscoll390_item1372,2019-11-22T08:37:00+00:00
guardian01.library.upenn.int,A,A05369_0002_mscoll390_item170.SUCCESS,0002_mscoll390_item170,2019-11-22T09:02:00+00:00
guardian01.library.upenn.int,A,A05370_0002_msindic22.SUCCESS,0002_msindic22,2019-11-22T09:29:00+00:00
guardian01.library.upenn.int,A,A05371_0002_mscodex1961.SUCCESS,0002_mscodex1961,2019-11-22T09:57:00+00:00
guardian01.library.upenn.int,A,A05372_0002_ms_coll_700_item8.SUCCESS,0002_ms_coll_700_item8,2019-11-22T10:27:00+00:00
guardian01.library.upenn.int,A,A05373_0002_mscoll390_item1167.SUCCESS,0002_mscoll390_item1167,2019-11-22T10:54:00+00:00
guardian01.library.upenn.int,A,A05374_0002_mscoll390_item118.SUCCESS,0002_mscoll390_item118,2019-11-22T11:20:00+00:00
guardian01.library.upenn.int,A,A05375_0002_mscoll390_item689.SUCCESS,0002_mscoll390_item689,2019-11-22T11:47:00+00:00
guardian01.library.upenn.int,A,A05376_0002_ms_coll_700_item66.SUCCESS,0002_ms_coll_700_item66,2019-11-22T12:14:00+00:00
guardian01.library.upenn.int,A,A05377_0002_mscodex1502.SUCCESS,0002_mscodex1502,2019-11-22T12:41:00+00:00
guardian01.library.upenn.int,A,A05378_0002_mscoll390_item2240.SUCCESS,0002_mscoll390_item2240,2019-11-22T13:03:00+00:00
guardian01.library.upenn.int,A,A05379_0002_mscoll390_item817.SUCCESS,0002_mscoll390_item817,2019-11-22T13:34:00+00:00
guardian01.library.upenn.int,A,A05380_0002_ms_coll_700_item207.SUCCESS,0002_ms_coll_700_item207,2019-11-22T14:00:00+00:00
guardian01.library.upenn.int,A,A05381_0002_mscoll390_item198.SUCCESS,0002_mscoll390_item198,2019-11-22T14:20:00+00:00
guardian01.library.upenn.int,A,A05382_0002_mscoll390_item1544.SUCCESS,0002_mscoll390_item1544,2019-11-22T14:47:00+00:00
guardian01.library.upenn.int,A,A05383_0002_mscodex527.SUCCESS,0002_mscodex527,2019-11-22T15:18:00+00:00
guardian01.library.upenn.int,A,A05384_0002_mscodex1412.SUCCESS,0002_mscodex1412,2019-11-22T15:47:00+00:00
guardian01.library.upenn.int,A,A05385_0002_mscodex1048.SUCCESS,0002_mscodex1048,2019-11-22T16:16:00+00:00
guardian01.library.upenn.int,A,A05386_0002_mscodex1432.SUCCESS,0002_mscodex1432,2019-11-22T16:47:00+00:00
guardian01.library.upenn.int,A,A05387_0002_mscoll390_item1487.SUCCESS,0002_mscoll390_item1487,2019-11-22T17:18:00+00:00
guardian01.library.upenn.int,A,A05388_0002_mscoll390_item1496.SUCCESS,0002_mscoll390_item1496,2019-11-22T17:47:00+00:00
guardian01.library.upenn.int,A,A05389_0002_mscoll390_item2039.SUCCESS,0002_mscoll390_item2039,2019-11-22T18:13:00+00:00
guardian01.library.upenn.int,A,A05390_0002_mscoll390_item1561.SUCCESS,0002_mscoll390_item1561,2019-11-22T18:44:00+00:00
guardian01.library.upenn.int,A,A05391_0002_mscoll390_item2137.SUCCESS,0002_mscoll390_item2137,2019-11-22T19:13:00+00:00
guardian01.library.upenn.int,A,A05392_0002_miscmss28.SUCCESS,0002_miscmss28,2019-11-22T19:41:00+00:00
guardian01.library.upenn.int,A,A05394_0002_mscoll390_item1556.SUCCESS,0002_mscoll390_item1556,2019-11-22T20:08:00+00:00
guardian01.library.upenn.int,A,A05395_0002_mscoll390_item37.SUCCESS,0002_mscoll390_item37,2019-11-22T20:36:00+00:00
guardian01.library.upenn.int,A,A05396_0002_mscoll390_item1626.SUCCESS,0002_mscoll390_item1626,2019-11-22T21:02:00+00:00
guardian01.library.upenn.int,A,A05397_0002_mscodex84.SUCCESS,0002_mscodex84,2019-11-22T21:30:00+00:00
guardian01.library.upenn.int,A,A05398_0002_mscoll390_item1538.SUCCESS,0002_mscoll390_item1538,2019-11-22T21:57:00+00:00
guardian01.library.upenn.int,A,A05399_0002_mscoll390_item621.SUCCESS,0002_mscoll390_item621,2019-11-22T22:20:00+00:00
guardian01.library.upenn.int,A,A05401_0002_mscoll390_item1447.SUCCESS,0002_mscoll390_item1447,2019-11-22T22:46:00+00:00
guardian01.library.upenn.int,A,A05402_0002_mscoll390_item2113.SUCCESS,0002_mscoll390_item2113,2019-11-22T23:15:00+00:00
guardian01.library.upenn.int,A,A05403_0002_mscoll390_item1103.SUCCESS,0002_mscoll390_item1103,2019-11-22T23:44:00+00:00
guardian01.library.upenn.int,A,A05404_0002_mscodex1322.SUCCESS,0002_mscodex1322,2019-11-23T00:05:00+00:00
guardian01.library.upenn.int,A,A05405_0002_mscoll390_item654.SUCCESS,0002_mscoll390_item654,2019-11-23T00:33:00+00:00
guardian01.library.upenn.int,A,A05406_0002_mscoll390_item1129.SUCCESS,0002_mscoll390_item1129,2019-11-23T00:57:00+00:00
guardian01.library.upenn.int,A,A05407_0002_mscoll742_f17.SUCCESS,0002_mscoll742_f17,2019-11-23T01:28:00+00:00
guardian01.library.upenn.int,A,A05408_0002_ms_coll_700_item124.SUCCESS,0002_ms_coll_700_item124,2019-11-23T01:52:00+00:00
guardian01.library.upenn.int,A,A05409_0002_mscoll390_item2767.SUCCESS,0002_mscoll390_item2767,2019-11-23T02:14:00+00:00
guardian01.library.upenn.int,A,A05410_0002_mscoll390_item341.SUCCESS,0002_mscoll390_item341,2019-11-23T02:38:00+00:00
guardian01.library.upenn.int,A,A05411_0002_mscoll390_item1683.SUCCESS,0002_mscoll390_item1683,2019-11-23T03:05:00+00:00
guardian01.library.upenn.int,A,A05412_0002_mscoll390_item946.SUCCESS,0002_mscoll390_item946,2019-11-23T03:32:00+00:00
guardian01.library.upenn.int,A,A05413_0002_mscoll390_item962.SUCCESS,0002_mscoll390_item962,2019-11-23T04:00:00+00:00
guardian01.library.upenn.int,A,A05414_0002_mscoll390_item1778.SUCCESS,0002_mscoll390_item1778,2019-11-23T04:25:00+00:00
guardian01.library.upenn.int,A,A05415_0002_mscoll390_item1681.SUCCESS,0002_mscoll390_item1681,2019-11-23T04:50:00+00:00
guardian01.library.upenn.int,A,A05416_0002_mscoll390_item245.SUCCESS,0002_mscoll390_item245,2019-11-23T05:16:00+00:00
guardian01.library.upenn.int,A,A05417_0002_mscoll390_item582.SUCCESS,0002_mscoll390_item582,2019-11-23T05:42:00+00:00
guardian01.library.upenn.int,A,A05418_0002_mscoll390_item1168.SUCCESS,0002_mscoll390_item1168,2019-11-23T06:08:00+00:00
guardian01.library.upenn.int,A,A05419_0002_mscoll390_item797.SUCCESS,0002_mscoll390_item797,2019-11-23T06:35:00+00:00
guardian01.library.upenn.int,A,A05420_0002_mscodex24.SUCCESS,0002_mscodex24,2019-11-23T07:04:00+00:00
guardian01.library.upenn.int,A,A05421_0002_mscoll390_item2590.SUCCESS,0002_mscoll390_item2590,2019-11-23T07:27:00+00:00
guardian01.library.upenn.int,A,A05422_0002_mscoll390_item2076.SUCCESS,0002_mscoll390_item2076,2019-11-23T07:53:00+00:00
guardian01.library.upenn.int,A,A05423_0002_mscoll390_item617.SUCCESS,0002_mscoll390_item617,2019-11-23T08:24:00+00:00
guardian01.library.upenn.int,A,A05424_0002_mscoll390_item2080.SUCCESS,0002_mscoll390_item2080,2019-11-23T08:49:00+00:00
guardian01.library.upenn.int,A,A05425_0002_mscoll390_item52.SUCCESS,0002_mscoll390_item52,2019-11-23T09:15:00+00:00
guardian01.library.upenn.int,A,A05426_0002_mscoll390_item11.SUCCESS,0002_mscoll390_item11,2019-11-23T09:39:00+00:00
guardian01.library.upenn.int,A,A05427_0002_mscoll390_item1077.SUCCESS,0002_mscoll390_item1077,2019-11-23T10:04:00+00:00
guardian01.library.upenn.int,A,A05428_0002_mscoll390_item175.SUCCESS,0002_mscoll390_item175,2019-11-23T10:29:00+00:00
guardian01.library.upenn.int,A,A05429_0002_h436.SUCCESS,0002_h436,2019-11-23T11:02:00+00:00
guardian01.library.upenn.int,A,A05430_0002_mscoll390_item1174.SUCCESS,0002_mscoll390_item1174,2019-11-23T11:23:00+00:00
guardian01.library.upenn.int,A,A05431_0002_h116.SUCCESS,0002_h116,2019-11-23T11:48:00+00:00
guardian01.library.upenn.int,A,A05432_0002_mscodex146.SUCCESS,0002_mscodex146,2019-11-23T12:17:00+00:00
guardian01.library.upenn.int,A,A05433_0002_mscoll390_item1051.SUCCESS,0002_mscoll390_item1051,2019-11-23T12:43:00+00:00
guardian01.library.upenn.int,A,A05434_0002_mscodex1216.SUCCESS,0002_mscodex1216,2019-11-23T13:09:00+00:00
guardian01.library.upenn.int,A,A05435_0002_mscoll390_item681.SUCCESS,0002_mscoll390_item681,2019-11-23T13:33:00+00:00
guardian01.library.upenn.int,A,A05436_0002_mscoll390_item1801.SUCCESS,0002_mscoll390_item1801,2019-11-23T14:02:00+00:00
guardian01.library.upenn.int,A,A05437_0002_ms_coll_700_item67.SUCCESS,0002_ms_coll_700_item67,2019-11-23T14:30:00+00:00
guardian01.library.upenn.int,A,A05438_0002_mscodex1893.SUCCESS,0002_mscodex1893,2019-11-23T14:56:00+00:00
guardian01.library.upenn.int,A,A05439_0002_mscoll390_item1058.SUCCESS,0002_mscoll390_item1058,2019-11-23T15:37:00+00:00
guardian01.library.upenn.int,A,A05440_0002_mscoll390_item1547.SUCCESS,0002_mscoll390_item1547,2019-11-23T16:03:00+00:00
guardian01.library.upenn.int,A,A05441_0002_mscoll49_f84.SUCCESS,0002_mscoll49_f84,2019-11-23T16:27:00+00:00
guardian01.library.upenn.int,A,A05442_0002_mscoll390_item1707.SUCCESS,0002_mscoll390_item1707,2019-11-23T16:51:00+00:00
guardian01.library.upenn.int,A,A05443_0002_mscoll390_item1931.SUCCESS,0002_mscoll390_item1931,2019-11-23T17:16:00+00:00
guardian01.library.upenn.int,A,A05444_0002_mscoll390_item1812.SUCCESS,0002_mscoll390_item1812,2019-11-23T17:43:00+00:00
guardian01.library.upenn.int,A,A05445_0002_mscoll390_item639.SUCCESS,0002_mscoll390_item639,2019-11-23T18:08:00+00:00
guardian01.library.upenn.int,A,A05446_0002_mscodex741.SUCCESS,0002_mscodex741,2019-11-23T18:38:00+00:00
guardian01.library.upenn.int,A,A05447_0002_mscoll390_item1049.SUCCESS,0002_mscoll390_item1049,2019-11-23T19:09:00+00:00
guardian01.library.upenn.int,A,A05448_0002_mscoll390_item2056.SUCCESS,0002_mscoll390_item2056,2019-11-23T19:35:00+00:00
guardian01.library.upenn.int,A,A05449_0002_mscoll390_item1087.SUCCESS,0002_mscoll390_item1087,2019-11-23T20:00:00+00:00
guardian01.library.upenn.int,A,A05450_0002_mscodex1158.SUCCESS,0002_mscodex1158,2019-11-23T20:29:00+00:00
guardian01.library.upenn.int,A,A05451_0002_mscoll390_item1906.SUCCESS,0002_mscoll390_item1906,2019-11-23T20:54:00+00:00
guardian01.library.upenn.int,A,A05452_0002_mscoll390_item268.SUCCESS,0002_mscoll390_item268,2019-11-23T21:20:00+00:00
guardian01.library.upenn.int,A,A05453_0002_mscodex90.SUCCESS,0002_mscodex90,2019-11-23T21:48:00+00:00
guardian01.library.upenn.int,A,A05454_0002_mscodex483.SUCCESS,0002_mscodex483,2019-11-23T22:13:00+00:00
guardian01.library.upenn.int,A,A05455_0002_mscoll390_item2115.SUCCESS,0002_mscoll390_item2115,2019-11-23T22:36:00+00:00
guardian01.library.upenn.int,A,A05456_0002_mscodex91.SUCCESS,0002_mscodex91,2019-11-23T23:01:00+00:00
guardian01.library.upenn.int,A,A05457_0002_mscodex1540.SUCCESS,0002_mscodex1540,2019-11-23T23:28:00+00:00
guardian01.library.upenn.int,A,A05458_0002_mscoll390_item1639.SUCCESS,0002_mscoll390_item1639,2019-11-23T23:59:00+00:00
guardian01.library.upenn.int,A,A05459_0002_mscoll390_item1527.SUCCESS,0002_mscoll390_item1527,2019-11-24T00:23:00+00:00
guardian01.library.upenn.int,A,A05460_0002_mscoll390_item495.SUCCESS,0002_mscoll390_item495,2019-11-24T00:49:00+00:00
guardian01.library.upenn.int,A,A05461_0002_mscoll390_item519.SUCCESS,0002_mscoll390_item519,2019-11-24T01:17:00+00:00
guardian01.library.upenn.int,A,A05462_0002_mscoll390_item1181.SUCCESS,0002_mscoll390_item1181,2019-11-24T01:48:00+00:00
guardian01.library.upenn.int,A,A05463_0002_mscoll390_item1242.SUCCESS,0002_mscoll390_item1242,2019-11-24T02:17:00+00:00
guardian01.library.upenn.int,A,A05464_0002_mscoll390_item1613.SUCCESS,0002_mscoll390_item1613,2019-11-24T02:43:00+00:00
guardian01.library.upenn.int,A,A05465_0002_mscoll390_item29.SUCCESS,0002_mscoll390_item29,2019-11-24T03:11:00+00:00
guardian01.library.upenn.int,A,A05466_0002_mscoll390_item677.SUCCESS,0002_mscoll390_item677,2019-11-24T03:40:00+00:00
guardian01.library.upenn.int,A,A05467_0002_mscoll390_item1612.SUCCESS,0002_mscoll390_item1612,2019-11-24T04:07:00+00:00
guardian01.library.upenn.int,A,A05468_0002_mscoll390_item496.SUCCESS,0002_mscoll390_item496,2019-11-24T04:35:00+00:00
guardian01.library.upenn.int,A,A05469_0002_mscodex827.SUCCESS,0002_mscodex827,2019-11-24T05:03:00+00:00
guardian01.library.upenn.int,A,A05470_0002_mscoll390_item640.SUCCESS,0002_mscoll390_item640,2019-11-24T05:31:00+00:00
guardian01.library.upenn.int,A,A05471_0002_mscoll390_item1940.SUCCESS,0002_mscoll390_item1940,2019-11-24T06:01:00+00:00
guardian01.library.upenn.int,A,A05472_0002_ms_coll_700_item203.SUCCESS,0002_ms_coll_700_item203,2019-11-24T06:29:00+00:00
guardian01.library.upenn.int,A,A05473_0002_mscoll390_item1498.SUCCESS,0002_mscoll390_item1498,2019-11-24T06:55:00+00:00
guardian01.library.upenn.int,A,A05474_0002_mscoll390_item1007.SUCCESS,0002_mscoll390_item1007,2019-11-24T07:21:00+00:00
guardian01.library.upenn.int,A,A05475_0002_mscoll390_item273.SUCCESS,0002_mscoll390_item273,2019-11-24T07:48:00+00:00
guardian01.library.upenn.int,A,A05476_0002_mscoll390_item20.SUCCESS,0002_mscoll390_item20,2019-11-24T08:23:00+00:00
guardian01.library.upenn.int,A,A05477_0002_mscoll390_item1786.SUCCESS,0002_mscoll390_item1786,2019-11-24T08:48:00+00:00
guardian01.library.upenn.int,A,A05478_0002_mscoll390_item618.SUCCESS,0002_mscoll390_item618,2019-11-24T09:15:00+00:00
guardian01.library.upenn.int,A,A05479_0002_mscoll390_item1178.SUCCESS,0002_mscoll390_item1178,2019-11-24T09:41:00+00:00
guardian01.library.upenn.int,A,A05480_0002_mscoll390_item389.SUCCESS,0002_mscoll390_item389,2019-11-24T10:08:00+00:00
guardian01.library.upenn.int,A,A05481_0002_mscodex1516.SUCCESS,0002_mscodex1516,2019-11-24T10:37:00+00:00
guardian01.library.upenn.int,A,A05482_0002_mscoll390_item30.SUCCESS,0002_mscoll390_item30,2019-11-24T11:09:00+00:00
guardian01.library.upenn.int,A,A05483_0002_mscodex540.SUCCESS,0002_mscodex540,2019-11-24T11:34:00+00:00
guardian01.library.upenn.int,A,A05484_0002_mscoll390_item1513.SUCCESS,0002_mscoll390_item1513,2019-11-24T12:00:00+00:00
guardian01.library.upenn.int,A,A05485_0002_mscodex947.SUCCESS,0002_mscodex947,2019-11-24T12:29:00+00:00
guardian01.library.upenn.int,A,A05486_0002_mscoll390_item1591.SUCCESS,0002_mscoll390_item1591,2019-11-24T12:57:00+00:00
guardian01.library.upenn.int,A,A05487_0002_mscodex954.SUCCESS,0002_mscodex954,2019-11-24T13:24:00+00:00
guardian01.library.upenn.int,A,A05488_0002_mscoll390_item275.SUCCESS,0002_mscoll390_item275,2019-11-24T13:54:00+00:00
guardian01.library.upenn.int,A,A05489_0002_mscoll390_item2577.SUCCESS,0002_mscoll390_item2577,2019-11-24T14:26:00+00:00
guardian01.library.upenn.int,A,A05490_0002_mscodex633.SUCCESS,0002_mscodex633,2019-11-24T15:09:00+00:00
guardian01.library.upenn.int,A,A05491_0002_mscoll390_item1690.SUCCESS,0002_mscoll390_item1690,2019-11-24T15:35:00+00:00
guardian01.library.upenn.int,A,A05492_0002_mscodex437.SUCCESS,0002_mscodex437,2019-11-24T16:05:00+00:00
guardian01.library.upenn.int,A,A05493_0002_mscodex1192.SUCCESS,0002_mscodex1192,2019-11-24T16:35:00+00:00
guardian01.library.upenn.int,A,A05494_0002_mscoll390_item1624.SUCCESS,0002_mscoll390_item1624,2019-11-24T17:08:00+00:00
guardian01.library.upenn.int,A,A05495_0002_mscoll390_item1735.SUCCESS,0002_mscoll390_item1735,2019-11-24T17:51:00+00:00
guardian01.library.upenn.int,A,A05496_0002_mscoll390_item1959.SUCCESS,0002_mscoll390_item1959,2019-11-24T18:22:00+00:00
guardian01.library.upenn.int,A,A05497_0002_mscoll390_item2085.SUCCESS,0002_mscoll390_item2085,2019-11-24T18:50:00+00:00
guardian01.library.upenn.int,A,A05498_0002_mscoll390_item239.SUCCESS,0002_mscoll390_item239,2019-11-24T19:17:00+00:00
guardian01.library.upenn.int,A,A05499_0002_mscoll390_item502.SUCCESS,0002_mscoll390_item502,2019-11-24T19:43:00+00:00
guardian01.library.upenn.int,A,A05500_0002_mscoll390_item1748.SUCCESS,0002_mscoll390_item1748,2019-11-24T20:15:00+00:00
guardian01.library.upenn.int,A,A05502_0002_mscoll390_item1550.SUCCESS,0002_mscoll390_item1550,2019-11-24T20:47:00+00:00
guardian01.library.upenn.int,A,A05503_0002_mscoll390_item542.SUCCESS,0002_mscoll390_item542,2019-11-24T21:21:00+00:00
guardian01.library.upenn.int,A,A05504_0002_ms_coll_700_item198.SUCCESS,0002_ms_coll_700_item198,2019-11-24T21:54:00+00:00
guardian01.library.upenn.int,A,A05505_0002_mscoll742_f19.SUCCESS,0002_mscoll742_f19,2019-11-24T22:25:00+00:00
guardian01.library.upenn.int,A,A05506_0002_mscoll390_item22.SUCCESS,0002_mscoll390_item22,2019-11-24T22:59:00+00:00
guardian01.library.upenn.int,A,A05507_0002_mscoll390_item2437.SUCCESS,0002_mscoll390_item2437,2019-11-24T23:32:00+00:00
guardian01.library.upenn.int,A,A05508_0002_mscoll390_item1716.SUCCESS,0002_mscoll390_item1716,2019-11-25T00:05:00+00:00
guardian01.library.upenn.int,A,A05509_0002_mscoll49_f72.SUCCESS,0002_mscoll49_f72,2019-11-25T00:39:00+00:00
guardian01.library.upenn.int,A,A05510_0002_mscodex1523.SUCCESS,0002_mscodex1523,2019-11-25T01:06:00+00:00
guardian01.library.upenn.int,A,A05511_0002_mscoll390_item878.SUCCESS,0002_mscoll390_item878,2019-11-25T01:34:00+00:00
guardian01.library.upenn.int,A,A05512_0002_mscoll390_item1240.SUCCESS,0002_mscoll390_item1240,2019-11-25T02:05:00+00:00
guardian01.library.upenn.int,A,A05513_0002_mscoll390_item1763.SUCCESS,0002_mscoll390_item1763,2019-11-25T02:41:00+00:00
guardian01.library.upenn.int,A,A05514_0002_mscoll390_item805.SUCCESS,0002_mscoll390_item805,2019-11-25T03:13:00+00:00
guardian01.library.upenn.int,A,A05515_0002_mscoll390_item1488.SUCCESS,0002_mscoll390_item1488,2019-11-25T03:43:00+00:00
guardian01.library.upenn.int,A,A05516_0002_mscodex870.SUCCESS,0002_mscodex870,2019-11-25T04:18:00+00:00
guardian01.library.upenn.int,A,A05517_0002_mscoll390_item1548.SUCCESS,0002_mscoll390_item1548,2019-11-25T04:50:00+00:00
guardian01.library.upenn.int,A,A05518_0002_mscodex71.SUCCESS,0002_mscodex71,2019-11-25T05:23:00+00:00
guardian01.library.upenn.int,A,A05519_0002_msindic29.SUCCESS,0002_msindic29,2019-11-25T05:54:00+00:00
guardian01.library.upenn.int,A,A05520_0002_mscoll390_item1041.SUCCESS,0002_mscoll390_item1041,2019-11-25T06:29:00+00:00
guardian01.library.upenn.int,A,A05521_0002_mscoll390_item1685.SUCCESS,0002_mscoll390_item1685,2019-11-25T06:58:00+00:00
