Key,repo,Path extension,Priority,Group,Repo Name,size,size_gb,folder,In Glacier,Size in Glacier,STATUS,Notes
0002_mscoll742_f96,0002,,2,A,University of Pennsylvania Libraries,"102,778",0.098,mscoll742_f96,0002_mscoll742_f96,0.098,Fall 2019 batch,
0002_h461,0002,,2,A,University of Pennsylvania Libraries,"102,842",0.098,h461,0002_h461,0.098,Fall 2019 batch,
0002_h255,0002,,2,A,University of Pennsylvania Libraries,"102,897",0.098,h255,0002_h255,0.098,Fall 2019 batch,
0002_h284,0002,,2,A,University of Pennsylvania Libraries,"102,930",0.098,h284,0002_h284,0.098,Fall 2019 batch,
0002_mscoll764_item128,0002,,2,A,University of Pennsylvania Libraries,"103,418",0.099,mscoll764_item128,0002_mscoll764_item128,0.099,Fall 2019 batch,
0002_mscoll764_item35,0002,,2,A,University of Pennsylvania Libraries,"103,607",0.099,mscoll764_item35,0002_mscoll764_item35,0.099,Fall 2019 batch,
0002_h057,0002,,2,A,University of Pennsylvania Libraries,"104,201",0.099,h057,0002_h057,0.099,Fall 2019 batch,
0002_h168,0002,,2,A,University of Pennsylvania Libraries,"104,423",0.1,h168,0002_h168,0.1,Fall 2019 batch,
0002_h228,0002,,2,A,University of Pennsylvania Libraries,"104,621",0.1,h228,0002_h228,0.1,Fall 2019 batch,
0002_mscoll591_f24,0002,,2,A,University of Pennsylvania Libraries,"104,835",0.1,mscoll591_f24,0002_mscoll591_f24,0.1,Fall 2019 batch,
0002_mscoll764_item23,0002,,2,A,University of Pennsylvania Libraries,"104,844",0.1,mscoll764_item23,0002_mscoll764_item23,0.1,Fall 2019 batch,
0002_mscoll742_f59,0002,,2,A,University of Pennsylvania Libraries,"105,530",0.101,mscoll742_f59,0002_mscoll742_f59,0.101,Fall 2019 batch,
0002_h254,0002,,2,A,University of Pennsylvania Libraries,"105,545",0.101,h254,0002_h254,0.101,Fall 2019 batch,
0002_mscoll390_item2180,0002,,2,A,University of Pennsylvania Libraries,"105,914",0.101,mscoll390_item2180,0002_mscoll390_item2180,0.101,Fall 2019 batch,
0002_mscoll764_item232,0002,,2,A,University of Pennsylvania Libraries,"105,959",0.101,mscoll764_item232,0002_mscoll764_item232,0.101,Fall 2019 batch,
0002_h230,0002,,2,A,University of Pennsylvania Libraries,"106,193",0.101,h230,0002_h230,0.101,Fall 2019 batch,
0002_mscoll764_item90,0002,,2,A,University of Pennsylvania Libraries,"106,651",0.102,mscoll764_item90,0002_mscoll764_item90,0.102,Fall 2019 batch,
0002_h450,0002,,2,A,University of Pennsylvania Libraries,"106,891",0.102,h450,0002_h450,0.102,Fall 2019 batch,
0002_h129,0002,,2,A,University of Pennsylvania Libraries,"106,919",0.102,h129,0002_h129,0.102,Fall 2019 batch,
0002_mscoll764_item163,0002,,2,A,University of Pennsylvania Libraries,"107,345",0.102,mscoll764_item163,0002_mscoll764_item163,0.102,Fall 2019 batch,
0002_h323,0002,,2,A,University of Pennsylvania Libraries,"107,422",0.102,h323,0002_h323,0.102,Fall 2019 batch,
0002_h442,0002,,2,A,University of Pennsylvania Libraries,"107,605",0.103,h442,0002_h442,0.103,Fall 2019 batch,
0002_miscmss_clementvii,0002,,2,A,University of Pennsylvania Libraries,"107,989",0.103,miscmss_clementvii,0002_miscmss_clementvii,0.103,Fall 2019 batch,
0002_h071,0002,,2,A,University of Pennsylvania Libraries,"108,317",0.103,h071,0002_h071,0.103,Fall 2019 batch,
0002_mscoll742_f30,0002,,2,A,University of Pennsylvania Libraries,"108,391",0.103,mscoll742_f30,0002_mscoll742_f30,0.103,Fall 2019 batch,
0002_mscoll390_item764,0002,,2,A,University of Pennsylvania Libraries,"108,980",0.104,mscoll390_item764,0002_mscoll390_item764,0.104,Fall 2019 batch,
0002_h101,0002,,2,A,University of Pennsylvania Libraries,"108,994",0.104,h101,0002_h101,0.104,Fall 2019 batch,
0002_mscoll742_f86,0002,,2,A,University of Pennsylvania Libraries,"109,076",0.104,mscoll742_f86,0002_mscoll742_f86,0.104,Fall 2019 batch,
0002_mscoll764_item229,0002,,2,A,University of Pennsylvania Libraries,"109,195",0.104,mscoll764_item229,0002_mscoll764_item229,0.104,Fall 2019 batch,
0002_h414,0002,,2,A,University of Pennsylvania Libraries,"109,386",0.104,h414,0002_h414,0.104,Fall 2019 batch,
0002_miscmss_orthodoxeasternchurch,0002,,2,A,University of Pennsylvania Libraries,"110,073",0.105,miscmss_orthodoxeasternchurch,0002_miscmss_orthodoxeasternchurch,0.105,Fall 2019 batch,
0002_h044,0002,,2,A,University of Pennsylvania Libraries,"110,374",0.105,h044,0002_h044,0.105,Fall 2019 batch,
0002_mscoll764_item200,0002,,2,A,University of Pennsylvania Libraries,"110,444",0.105,mscoll764_item200,0002_mscoll764_item200,0.105,Fall 2019 batch,
0002_h257,0002,,2,A,University of Pennsylvania Libraries,"110,593",0.105,h257,0002_h257,0.105,Fall 2019 batch,
0002_h067,0002,,2,A,University of Pennsylvania Libraries,"110,746",0.106,h067,0002_h067,0.106,Fall 2019 batch,
0002_h467,0002,,2,A,University of Pennsylvania Libraries,"111,170",0.106,h467,0002_h467,0.106,Fall 2019 batch,
0002_mscoll591_f43,0002,,2,A,University of Pennsylvania Libraries,"111,919",0.107,mscoll591_f43,0002_mscoll591_f43,0.107,Fall 2019 batch,
0002_miscmss_volpe,0002,,2,A,University of Pennsylvania Libraries,"112,056",0.107,miscmss_volpe,0002_miscmss_volpe,0.107,Fall 2019 batch,
0002_h368,0002,,2,A,University of Pennsylvania Libraries,"112,083",0.107,h368,0002_h368,0.107,Fall 2019 batch,
0002_h432,0002,,2,A,University of Pennsylvania Libraries,"112,426",0.107,h432,0002_h432,0.107,Fall 2019 batch,
0002_h120,0002,,2,A,University of Pennsylvania Libraries,"112,741",0.108,h120,0002_h120,0.108,Fall 2019 batch,
0002_mscoll390_item2181,0002,,2,A,University of Pennsylvania Libraries,"112,747",0.108,mscoll390_item2181,0002_mscoll390_item2181,0.108,Fall 2019 batch,
0002_mscoll764_item152,0002,,2,A,University of Pennsylvania Libraries,"112,761",0.108,mscoll764_item152,0002_mscoll764_item152,0.108,Fall 2019 batch,
0002_h356,0002,,2,A,University of Pennsylvania Libraries,"113,061",0.108,h356,0002_h356,0.108,Fall 2019 batch,
0002_mscoll764_item218,0002,,2,A,University of Pennsylvania Libraries,"113,381",0.108,mscoll764_item218,0002_mscoll764_item218,0.108,Fall 2019 batch,
0002_mscoll742_f58,0002,,2,A,University of Pennsylvania Libraries,"113,436",0.108,mscoll742_f58,0002_mscoll742_f58,0.108,Fall 2019 batch,
0002_mscoll764_item130,0002,,2,A,University of Pennsylvania Libraries,"113,680",0.108,mscoll764_item130,0002_mscoll764_item130,0.108,Fall 2019 batch,
0002_mscoll742_f40,0002,,2,A,University of Pennsylvania Libraries,"113,775",0.109,mscoll742_f40,0002_mscoll742_f40,0.109,Fall 2019 batch,
0002_h423,0002,,2,A,University of Pennsylvania Libraries,"114,048",0.109,h423,0002_h423,0.109,Fall 2019 batch,
0002_mscoll764_item203,0002,,2,A,University of Pennsylvania Libraries,"114,122",0.109,mscoll764_item203,0002_mscoll764_item203,0.109,Fall 2019 batch,
0002_mscoll764_item174,0002,,2,A,University of Pennsylvania Libraries,"114,209",0.109,mscoll764_item174,0002_mscoll764_item174,0.109,Fall 2019 batch,
0002_miscmss_pucci,0002,,2,A,University of Pennsylvania Libraries,"114,278",0.109,miscmss_pucci,0002_miscmss_pucci,0.109,Fall 2019 batch,
0002_h419,0002,,2,A,University of Pennsylvania Libraries,"114,597",0.109,h419,0002_h419,0.109,Fall 2019 batch,
0002_h069,0002,,2,A,University of Pennsylvania Libraries,"115,090",0.11,h069,0002_h069,0.11,Fall 2019 batch,
0002_h123,0002,,2,A,University of Pennsylvania Libraries,"115,324",0.11,h123,0002_h123,0.11,Fall 2019 batch,
0002_mscoll742_f16,0002,,2,A,University of Pennsylvania Libraries,"115,439",0.11,mscoll742_f16,0002_mscoll742_f16,0.11,Fall 2019 batch,
0002_miscmss_vinnen,0002,,2,A,University of Pennsylvania Libraries,"115,447",0.11,miscmss_vinnen,0002_miscmss_vinnen,0.11,Fall 2019 batch,
0002_h006,0002,,2,A,University of Pennsylvania Libraries,"115,467",0.11,h006,,,Fall 2019 batch,
0002_mscoll742_f48,0002,,2,A,University of Pennsylvania Libraries,"115,613",0.11,mscoll742_f48,0002_mscoll742_f48,0.11,Fall 2019 batch,
0002_mscoll764_item107,0002,,2,A,University of Pennsylvania Libraries,"115,626",0.11,mscoll764_item107,0002_mscoll764_item107,0.11,Fall 2019 batch,
0002_h360,0002,,2,A,University of Pennsylvania Libraries,"115,666",0.11,h360,0002_h360,0.11,Fall 2019 batch,
0002_h483,0002,,2,A,University of Pennsylvania Libraries,"115,874",0.111,h483,0002_h483,0.111,Fall 2019 batch,
0002_mscoll764_item29,0002,,2,A,University of Pennsylvania Libraries,"116,477",0.111,mscoll764_item29,0002_mscoll764_item29,0.111,Fall 2019 batch,
0002_h386,0002,,2,A,University of Pennsylvania Libraries,"116,608",0.111,h386,0002_h386,0.111,Fall 2019 batch,
0002_h351,0002,,2,A,University of Pennsylvania Libraries,"116,645",0.111,h351,0002_h351,0.111,Fall 2019 batch,
0002_mscoll764_item126,0002,,2,A,University of Pennsylvania Libraries,"116,810",0.111,mscoll764_item126,0002_mscoll764_item126,0.111,Fall 2019 batch,
0002_mscoll591_f31,0002,,2,A,University of Pennsylvania Libraries,"117,120",0.112,mscoll591_f31,0002_mscoll591_f31,0.112,Fall 2019 batch,
0002_mscoll764_item83,0002,,2,A,University of Pennsylvania Libraries,"117,199",0.112,mscoll764_item83,0002_mscoll764_item83,0.112,Fall 2019 batch,
0002_h124,0002,,2,A,University of Pennsylvania Libraries,"117,409",0.112,h124,0002_h124,0.112,Fall 2019 batch,
0002_mscoll742_f71,0002,,2,A,University of Pennsylvania Libraries,"117,440",0.112,mscoll742_f71,0002_mscoll742_f71,0.112,Fall 2019 batch,
0002_mscoll390_item130,0002,,2,A,University of Pennsylvania Libraries,"117,686",0.112,mscoll390_item130,0002_mscoll390_item130,0.112,Fall 2019 batch,
0002_mscoll764_item221,0002,,2,A,University of Pennsylvania Libraries,"117,705",0.112,mscoll764_item221,0002_mscoll764_item221,0.112,Fall 2019 batch,
0002_mscoll764_item100,0002,,2,A,University of Pennsylvania Libraries,"117,766",0.112,mscoll764_item100,0002_mscoll764_item100,0.112,Fall 2019 batch,
0002_h328,0002,,2,A,University of Pennsylvania Libraries,"117,784",0.112,h328,0002_h328,0.112,Fall 2019 batch,
0002_mscoll764_item43,0002,,2,A,University of Pennsylvania Libraries,"118,269",0.113,mscoll764_item43,0002_mscoll764_item43,0.113,Fall 2019 batch,
0002_h170,0002,,2,A,University of Pennsylvania Libraries,"118,408",0.113,h170,0002_h170,0.113,Fall 2019 batch,
0002_h363,0002,,2,A,University of Pennsylvania Libraries,"118,473",0.113,h363,0002_h363,0.113,Fall 2019 batch,
0002_h068,0002,,2,A,University of Pennsylvania Libraries,"119,250",0.114,h068,0002_h068,0.114,Fall 2019 batch,
0002_h050,0002,,2,A,University of Pennsylvania Libraries,"119,295",0.114,h050,0002_h050,0.114,Fall 2019 batch,
0002_mscoll764_item39,0002,,2,A,University of Pennsylvania Libraries,"119,457",0.114,mscoll764_item39,0002_mscoll764_item39,0.114,Fall 2019 batch,
0002_mscoll742_f22,0002,,2,A,University of Pennsylvania Libraries,"119,469",0.114,mscoll742_f22,0002_mscoll742_f22,0.114,Fall 2019 batch,
0002_h174,0002,,2,A,University of Pennsylvania Libraries,"119,621",0.114,h174,0002_h174,0.114,Fall 2019 batch,
0002_mscoll390_item2460,0002,,2,A,University of Pennsylvania Libraries,"119,633",0.114,mscoll390_item2460,0002_mscoll390_item2460,0.114,Fall 2019 batch,
0002_mscoll764_item85,0002,,2,A,University of Pennsylvania Libraries,"119,741",0.114,mscoll764_item85,0002_mscoll764_item85,0.114,Fall 2019 batch,
0002_miscmss_foscarini,0002,,2,A,University of Pennsylvania Libraries,"120,100",0.115,miscmss_foscarini,0002_miscmss_foscarini,0.115,Fall 2019 batch,
0002_h086,0002,,2,A,University of Pennsylvania Libraries,"120,566",0.115,h086,0002_h086,0.115,Fall 2019 batch,
0002_mscoll764_item233,0002,,2,A,University of Pennsylvania Libraries,"120,831",0.115,mscoll764_item233,0002_mscoll764_item233,0.115,Fall 2019 batch,
0002_miscmsslarge_cavaciis,0002,,2,A,University of Pennsylvania Libraries,"120,923",0.115,miscmsslarge_cavaciis,0002_miscmsslarge_cavaciis,0.115,Fall 2019 batch,
0002_h475,0002,,2,A,University of Pennsylvania Libraries,"120,959",0.115,h475,0002_h475,0.115,Fall 2019 batch,
0002_h126,0002,,2,A,University of Pennsylvania Libraries,"121,147",0.116,h126,0002_h126,0.116,Fall 2019 batch,
0002_h281,0002,,2,A,University of Pennsylvania Libraries,"121,184",0.116,h281,0002_h281,0.116,Fall 2019 batch,
0002_mscoll591_f1,0002,,2,A,University of Pennsylvania Libraries,"121,389",0.116,mscoll591_f1,0002_mscoll591_f1,0.116,Fall 2019 batch,
0002_mscoll742_f34,0002,,2,A,University of Pennsylvania Libraries,"121,425",0.116,mscoll742_f34,0002_mscoll742_f34,0.116,Fall 2019 batch,
0002_h223,0002,,2,A,University of Pennsylvania Libraries,"121,614",0.116,h223,0002_h223,0.116,Fall 2019 batch,
0002_mscoll742_f21,0002,,2,A,University of Pennsylvania Libraries,"122,074",0.116,mscoll742_f21,0002_mscoll742_f21,0.116,Fall 2019 batch,
0002_mscoll742_f41,0002,,2,A,University of Pennsylvania Libraries,"122,083",0.116,mscoll742_f41,0002_mscoll742_f41,0.116,Fall 2019 batch,
0002_mscoll390_item13,0002,,2,A,University of Pennsylvania Libraries,"122,172",0.117,mscoll390_item13,0002_mscoll390_item13,0.117,Fall 2019 batch,
0002_mscoll742_f64,0002,,2,A,University of Pennsylvania Libraries,"122,257",0.117,mscoll742_f64,0002_mscoll742_f64,0.117,Fall 2019 batch,
0002_mscoll764_item111,0002,,2,A,University of Pennsylvania Libraries,"122,436",0.117,mscoll764_item111,0002_mscoll764_item111,0.117,Fall 2019 batch,
0002_mscoll591_f30,0002,,2,A,University of Pennsylvania Libraries,"122,495",0.117,mscoll591_f30,0002_mscoll591_f30,0.117,Fall 2019 batch,
0002_mscoll591_f17,0002,,2,A,University of Pennsylvania Libraries,"122,646",0.117,mscoll591_f17,0002_mscoll591_f17,0.117,Fall 2019 batch,
0002_mscoll764_item114,0002,,2,A,University of Pennsylvania Libraries,"122,757",0.117,mscoll764_item114,0002_mscoll764_item114,0.117,Fall 2019 batch,
0002_h397,0002,,2,A,University of Pennsylvania Libraries,"122,988",0.117,h397,0002_h397,0.117,Fall 2019 batch,
0002_h433,0002,,2,A,University of Pennsylvania Libraries,"123,382",0.118,h433,0002_h433,0.118,Fall 2019 batch,
0002_mscoll742_f8,0002,,2,A,University of Pennsylvania Libraries,"123,582",0.118,mscoll742_f8,0002_mscoll742_f8,0.118,Fall 2019 batch,
0002_mscoll764_item19,0002,,2,A,University of Pennsylvania Libraries,"124,168",0.118,mscoll764_item19,0002_mscoll764_item19,0.118,Fall 2019 batch,
0002_mscoll764_item230,0002,,2,A,University of Pennsylvania Libraries,"124,423",0.119,mscoll764_item230,0002_mscoll764_item230,0.119,Fall 2019 batch,
0002_mscoll742_f91,0002,,2,A,University of Pennsylvania Libraries,"124,479",0.119,mscoll742_f91,0002_mscoll742_f91,0.119,Fall 2019 batch,
0002_mscoll764_item109,0002,,2,A,University of Pennsylvania Libraries,"124,630",0.119,mscoll764_item109,0002_mscoll764_item109,0.119,Fall 2019 batch,
0002_h365,0002,,2,A,University of Pennsylvania Libraries,"124,716",0.119,h365,0002_h365,0.119,Fall 2019 batch,
0002_miscmss_paz,0002,,2,A,University of Pennsylvania Libraries,"125,036",0.119,miscmss_paz,0002_miscmss_paz,0.119,Fall 2019 batch,
0002_mscoll742_f56,0002,,2,A,University of Pennsylvania Libraries,"125,145",0.119,mscoll742_f56,0002_mscoll742_f56,0.119,Fall 2019 batch,
0002_mscoll764_item212,0002,,2,A,University of Pennsylvania Libraries,"125,654",0.12,mscoll764_item212,0002_mscoll764_item212,0.12,Fall 2019 batch,
0002_h128,0002,,2,A,University of Pennsylvania Libraries,"126,169",0.12,h128,0002_h128,0.12,Fall 2019 batch,
0002_mscoll764_item216,0002,,2,A,University of Pennsylvania Libraries,"126,169",0.12,mscoll764_item216,0002_mscoll764_item216,0.12,Fall 2019 batch,
0002_h259,0002,,2,A,University of Pennsylvania Libraries,"126,531",0.121,h259,0002_h259,0.121,Fall 2019 batch,
0002_mscoll764_item184,0002,,2,A,University of Pennsylvania Libraries,"126,540",0.121,mscoll764_item184,0002_mscoll764_item184,0.121,Fall 2019 batch,
0002_miscmss_falconieri,0002,,2,A,University of Pennsylvania Libraries,"126,563",0.121,miscmss_falconieri,0002_miscmss_falconieri,0.121,Fall 2019 batch,
0002_h229,0002,,2,A,University of Pennsylvania Libraries,"126,567",0.121,h229,0002_h229,0.121,Fall 2019 batch,
0002_mscoll764_item252,0002,,2,A,University of Pennsylvania Libraries,"126,645",0.121,mscoll764_item252,0002_mscoll764_item252,0.121,Fall 2019 batch,
0002_h132,0002,,2,A,University of Pennsylvania Libraries,"126,708",0.121,h132,0002_h132,0.121,Fall 2019 batch,
0002_mscoll742_f89,0002,,2,A,University of Pennsylvania Libraries,"126,763",0.121,mscoll742_f89,0002_mscoll742_f89,0.121,Fall 2019 batch,
0002_h146,0002,,2,A,University of Pennsylvania Libraries,"126,795",0.121,h146,0002_h146,0.121,Fall 2019 batch,
0002_h443,0002,,2,A,University of Pennsylvania Libraries,"127,024",0.121,h443,0002_h443,0.121,Fall 2019 batch,
0002_mscoll764_item236,0002,,2,A,University of Pennsylvania Libraries,"127,229",0.121,mscoll764_item236,0002_mscoll764_item236,0.121,Fall 2019 batch,
0002_h265,0002,,2,A,University of Pennsylvania Libraries,"127,392",0.121,h265,0002_h265,0.121,Fall 2019 batch,
0002_mscoll390_item2727,0002,,2,A,University of Pennsylvania Libraries,"127,418",0.122,mscoll390_item2727,0002_mscoll390_item2727,0.122,Fall 2019 batch,
0002_h246,0002,,2,A,University of Pennsylvania Libraries,"127,427",0.122,h246,0002_h246,0.122,Fall 2019 batch,
0002_h163,0002,,2,A,University of Pennsylvania Libraries,"127,650",0.122,h163,0002_h163,0.122,Fall 2019 batch,
0002_h430,0002,,2,A,University of Pennsylvania Libraries,"127,696",0.122,h430,0002_h430,0.122,Fall 2019 batch,
0002_mscoll390_item3042,0002,,2,A,University of Pennsylvania Libraries,"127,810",0.122,mscoll390_item3042,0002_mscoll390_item3042,0.122,Fall 2019 batch,
0002_h344,0002,,2,A,University of Pennsylvania Libraries,"127,887",0.122,h344,0002_h344,0.122,Fall 2019 batch,
0002_h402,0002,,2,A,University of Pennsylvania Libraries,"128,733",0.123,h402,0002_h402,0.123,Fall 2019 batch,
0002_mscoll742_f76,0002,,2,A,University of Pennsylvania Libraries,"129,040",0.123,mscoll742_f76,0002_mscoll742_f76,0.123,Fall 2019 batch,
0002_mscoll742_f73,0002,,2,A,University of Pennsylvania Libraries,"129,305",0.123,mscoll742_f73,0002_mscoll742_f73,0.123,Fall 2019 batch,
0002_mscoll764_item54,0002,,2,A,University of Pennsylvania Libraries,"129,451",0.123,mscoll764_item54,0002_mscoll764_item54,0.123,Fall 2019 batch,
0002_mscoll764_item97,0002,,2,A,University of Pennsylvania Libraries,"129,575",0.124,mscoll764_item97,0002_mscoll764_item97,0.124,Fall 2019 batch,
0002_h429,0002,,2,A,University of Pennsylvania Libraries,"129,944",0.124,h429,0002_h429,0.124,Fall 2019 batch,
0002_mscoll742_f14,0002,,2,A,University of Pennsylvania Libraries,"130,191",0.124,mscoll742_f14,0002_mscoll742_f14,0.124,Fall 2019 batch,
0002_mscoll742_f25,0002,,2,A,University of Pennsylvania Libraries,"130,520",0.124,mscoll742_f25,0002_mscoll742_f25,0.124,Fall 2019 batch,
0002_mscoll764_item112,0002,,2,A,University of Pennsylvania Libraries,"130,618",0.125,mscoll764_item112,0002_mscoll764_item112,0.125,Fall 2019 batch,
0002_mscoll764_item80,0002,,2,A,University of Pennsylvania Libraries,"130,755",0.125,mscoll764_item80,0002_mscoll764_item80,0.125,Fall 2019 batch,
0002_h456,0002,,2,A,University of Pennsylvania Libraries,"130,827",0.125,h456,0002_h456,0.125,Fall 2019 batch,
0002_mscoll764_item45,0002,,2,A,University of Pennsylvania Libraries,"130,840",0.125,mscoll764_item45,0002_mscoll764_item45,0.125,Fall 2019 batch,
0002_h227,0002,,2,A,University of Pennsylvania Libraries,"130,936",0.125,h227,0002_h227,0.125,Fall 2019 batch,
0002_mscoll390_item3041,0002,,2,A,University of Pennsylvania Libraries,"131,001",0.125,mscoll390_item3041,0002_mscoll390_item3041,0.125,Fall 2019 batch,
0002_miscmss_guidiccioni,0002,,2,A,University of Pennsylvania Libraries,"131,188",0.125,miscmss_guidiccioni,0002_miscmss_guidiccioni,0.125,Fall 2019 batch,
0002_mscoll742_f32,0002,,2,A,University of Pennsylvania Libraries,"131,434",0.125,mscoll742_f32,0002_mscoll742_f32,0.125,Fall 2019 batch,
0002_mscoll764_item202,0002,,2,A,University of Pennsylvania Libraries,"131,531",0.125,mscoll764_item202,0002_mscoll764_item202,0.125,Fall 2019 batch,
0002_mscoll742_f20,0002,,2,A,University of Pennsylvania Libraries,"131,545",0.125,mscoll742_f20,0002_mscoll742_f20,0.125,Fall 2019 batch,
0002_mscoll764_item87,0002,,2,A,University of Pennsylvania Libraries,"132,328",0.126,mscoll764_item87,0002_mscoll764_item87,0.126,Fall 2019 batch,
0002_h171,0002,,2,A,University of Pennsylvania Libraries,"132,394",0.126,h171,0002_h171,0.126,Fall 2019 batch,
0002_h457,0002,,2,A,University of Pennsylvania Libraries,"132,659",0.127,h457,0002_h457,0.127,Fall 2019 batch,
0002_h269,0002,,2,A,University of Pennsylvania Libraries,"132,774",0.127,h269,0002_h269,0.127,Fall 2019 batch,
0002_mscoll742_f1,0002,,2,A,University of Pennsylvania Libraries,"132,814",0.127,mscoll742_f1,0002_mscoll742_f1,0.127,Fall 2019 batch,
0002_h122,0002,,2,A,University of Pennsylvania Libraries,"133,021",0.127,h122,0002_h122,0.127,Fall 2019 batch,
0002_mscoll742_f24,0002,,2,A,University of Pennsylvania Libraries,"133,089",0.127,mscoll742_f24,0002_mscoll742_f24,0.127,Fall 2019 batch,
0002_mscoll742_f74,0002,,2,A,University of Pennsylvania Libraries,"133,245",0.127,mscoll742_f74,0002_mscoll742_f74,0.127,Fall 2019 batch,
0002_h110,0002,,2,A,University of Pennsylvania Libraries,"133,853",0.128,h110,0002_h110,0.128,Fall 2019 batch,
0002_h202,0002,,2,A,University of Pennsylvania Libraries,"133,907",0.128,h202,0002_h202,0.128,Fall 2019 batch,
0002_h111,0002,,2,A,University of Pennsylvania Libraries,"133,984",0.128,h111,0002_h111,0.128,Fall 2019 batch,
0002_mscoll742_f27,0002,,2,A,University of Pennsylvania Libraries,"134,167",0.128,mscoll742_f27,0002_mscoll742_f27,0.128,Fall 2019 batch,
0002_mscoll742_f66,0002,,2,A,University of Pennsylvania Libraries,"134,405",0.128,mscoll742_f66,0002_mscoll742_f66,0.128,Fall 2019 batch,
0002_mscoll764_item34,0002,,2,A,University of Pennsylvania Libraries,"134,524",0.128,mscoll764_item34,0002_mscoll764_item34,0.128,Fall 2019 batch,
0002_mscoll742_f98,0002,,2,A,University of Pennsylvania Libraries,"135,154",0.129,mscoll742_f98,0002_mscoll742_f98,0.129,Fall 2019 batch,
0002_h440,0002,,2,A,University of Pennsylvania Libraries,"135,191",0.129,h440,0002_h440,0.129,Fall 2019 batch,
0002_h474,0002,,2,A,University of Pennsylvania Libraries,"135,282",0.129,h474,0002_h474,0.129,Fall 2019 batch,
0002_h217,0002,,2,A,University of Pennsylvania Libraries,"135,397",0.129,h217,0002_h217,0.129,Fall 2019 batch,
0002_h047,0002,,2,A,University of Pennsylvania Libraries,"135,528",0.129,h047,0002_h047,0.129,Fall 2019 batch,
0002_h341,0002,,2,A,University of Pennsylvania Libraries,"135,538",0.129,h341,0002_h341,0.129,Fall 2019 batch,
0002_mscoll742_f61,0002,,2,A,University of Pennsylvania Libraries,"135,639",0.129,mscoll742_f61,0002_mscoll742_f61,0.129,Fall 2019 batch,
0002_mscoll105,0002,,2,A,University of Pennsylvania Libraries,"135,922",0.13,mscoll105,0002_mscoll105,0.13,Fall 2019 batch,
0002_h219,0002,,2,A,University of Pennsylvania Libraries,"136,220",0.13,h219,0002_h219,0.13,Fall 2019 batch,
0002_h062,0002,,2,A,University of Pennsylvania Libraries,"136,279",0.13,h062,0002_h062,0.13,Fall 2019 batch,
0002_mscoll764_item67,0002,,2,A,University of Pennsylvania Libraries,"136,321",0.13,mscoll764_item67,0002_mscoll764_item67,0.13,Fall 2019 batch,
0002_mscoll742_f42,0002,,2,A,University of Pennsylvania Libraries,"136,371",0.13,mscoll742_f42,0002_mscoll742_f42,0.13,Fall 2019 batch,
0002_mscoll742_f4,0002,,2,A,University of Pennsylvania Libraries,"136,508",0.13,mscoll742_f4,0002_mscoll742_f4,0.13,Fall 2019 batch,
0002_mscoll764_item150,0002,,2,A,University of Pennsylvania Libraries,"136,669",0.13,mscoll764_item150,0002_mscoll764_item150,0.13,Fall 2019 batch,
0002_mscoll86,0002,,2,A,University of Pennsylvania Libraries,"136,763",0.13,mscoll86,0002_mscoll86,0.13,Fall 2019 batch,
0002_mscoll764_item144,0002,,2,A,University of Pennsylvania Libraries,"136,887",0.131,mscoll764_item144,0002_mscoll764_item144,0.131,Fall 2019 batch,
0002_h235,0002,,2,A,University of Pennsylvania Libraries,"137,080",0.131,h235,0002_h235,0.131,Fall 2019 batch,
0002_mscoll764_item110,0002,,2,A,University of Pennsylvania Libraries,"137,135",0.131,mscoll764_item110,0002_mscoll764_item110,0.131,Fall 2019 batch,
0002_mscoll742_f69,0002,,2,A,University of Pennsylvania Libraries,"137,229",0.131,mscoll742_f69,0002_mscoll742_f69,0.131,Fall 2019 batch,
0002_mscoll742_f67,0002,,2,A,University of Pennsylvania Libraries,"137,257",0.131,mscoll742_f67,0002_mscoll742_f67,0.131,Fall 2019 batch,
0002_h381,0002,,2,A,University of Pennsylvania Libraries,"137,951",0.132,h381,0002_h381,0.132,Fall 2019 batch,
0002_h376,0002,,2,A,University of Pennsylvania Libraries,"137,985",0.132,h376,0002_h376,0.132,Fall 2019 batch,
0002_mscoll764_item196,0002,,2,A,University of Pennsylvania Libraries,"138,039",0.132,mscoll764_item196,0002_mscoll764_item196,0.132,Fall 2019 batch,
0002_h070,0002,,2,A,University of Pennsylvania Libraries,"138,052",0.132,h070,0002_h070,0.132,Fall 2019 batch,
0002_msoversize23,0002,,2,A,University of Pennsylvania Libraries,"138,158",0.132,msoversize23,0002_msoversize23,0.132,Fall 2019 batch,
0002_h153,0002,,2,A,University of Pennsylvania Libraries,"138,408",0.132,h153,0002_h153,0.132,Fall 2019 batch,
0002_mscoll742_f55,0002,,2,A,University of Pennsylvania Libraries,"138,545",0.132,mscoll742_f55,0002_mscoll742_f55,0.132,Fall 2019 batch,
0002_mscoll742_f88,0002,,2,A,University of Pennsylvania Libraries,"139,268",0.133,mscoll742_f88,0002_mscoll742_f88,0.133,Fall 2019 batch,
0002_mscoll764_item68,0002,,2,A,University of Pennsylvania Libraries,"139,621",0.133,mscoll764_item68,0002_mscoll764_item68,0.133,Fall 2019 batch,
0002_h205,0002,,2,A,University of Pennsylvania Libraries,"139,729",0.133,h205,0002_h205,0.133,Fall 2019 batch,
