Key,repo,Path extension,Priority,Group,Repo Name,size,size_gb,folder,STATUS,Notes
0023_lewis_e_m_042_027a-b,0023,,1,A,"Free Library of Philadelphia, Special Collections","120,773",0.115,lewis_e_m_042_027a-b,,
0023_lewis_t006,0023,,1,A,"Free Library of Philadelphia, Special Collections","120,813",0.115,lewis_t006,,
0023_lewis_e_m_006_001,0023,,1,A,"Free Library of Philadelphia, Special Collections","121,681",0.116,lewis_e_m_006_001,,
0023_lewis_t404,0023,,1,A,"Free Library of Philadelphia, Special Collections","121,772",0.116,lewis_t404,,
0023_lewis_e_m_027_015,0023,,1,A,"Free Library of Philadelphia, Special Collections","121,919",0.116,lewis_e_m_027_015,,
0023_lewis_e_m_029_009a,0023,,1,A,"Free Library of Philadelphia, Special Collections","121,929",0.116,lewis_e_m_029_009a,,
0023_lewis_t405,0023,,1,A,"Free Library of Philadelphia, Special Collections","122,056",0.116,lewis_t405,,
0023_lewis_e_m_028_015,0023,,1,A,"Free Library of Philadelphia, Special Collections","122,249",0.117,lewis_e_m_028_015,,
0023_lewis_e_m_009_001,0023,,1,A,"Free Library of Philadelphia, Special Collections","122,459",0.117,lewis_e_m_009_001,,
0023_lewis_e_m_028_019,0023,,1,A,"Free Library of Philadelphia, Special Collections","122,586",0.117,lewis_e_m_028_019,,
0023_lewis_e_m_075_007,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,003",0.117,lewis_e_m_075_007,,
0023_lewis_e_m_006_005,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,062",0.117,lewis_e_m_006_005,,
0023_lewis_t259,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,235",0.118,lewis_t259,,
0023_lewis_e_m_028_010,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,326",0.118,lewis_e_m_028_010,,
0023_lewis_e_m_027_021,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,500",0.118,lewis_e_m_027_021,,
0023_lewis_e_m_075_008,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,607",0.118,lewis_e_m_075_008,,
0023_lewis_e_m_027_012,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,628",0.118,lewis_e_m_027_012,,
0023_lewis_e_m_042_029,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,692",0.118,lewis_e_m_042_029,,
0023_lewis_e_m_023_016,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,711",0.118,lewis_e_m_023_016,,
0023_lewis_e_m_032_008,0023,,1,A,"Free Library of Philadelphia, Special Collections","123,830",0.118,lewis_e_m_032_008,,
0023_lewis_e_m_008_021,0023,,1,A,"Free Library of Philadelphia, Special Collections","124,505",0.119,lewis_e_m_008_021,,
0023_lewis_e_m_001_029,0023,,1,A,"Free Library of Philadelphia, Special Collections","125,456",0.12,lewis_e_m_001_029,,
0023_lewis_t198,0023,,1,A,"Free Library of Philadelphia, Special Collections","125,557",0.12,lewis_t198,,
0023_lewis_t184,0023,,1,A,"Free Library of Philadelphia, Special Collections","125,703",0.12,lewis_t184,,
0023_lewis_e_m_005_015,0023,,1,A,"Free Library of Philadelphia, Special Collections","125,813",0.12,lewis_e_m_005_015,,
0023_lewis_t127,0023,,1,A,"Free Library of Philadelphia, Special Collections","126,014",0.12,lewis_t127,,
0023_lewis_t462,0023,,1,A,"Free Library of Philadelphia, Special Collections","126,325",0.12,lewis_t462,,
0023_lewis_t269,0023,,1,A,"Free Library of Philadelphia, Special Collections","126,544",0.121,lewis_t269,,
0023_lewis_t475,0023,,1,A,"Free Library of Philadelphia, Special Collections","126,562",0.121,lewis_t475,,
0023_lewis_e_m_018_011,0023,,1,A,"Free Library of Philadelphia, Special Collections","126,938",0.121,lewis_e_m_018_011,,
0023_lewis_e_m_024_029,0023,,1,A,"Free Library of Philadelphia, Special Collections","127,257",0.121,lewis_e_m_024_029,,
0023_lewis_e_m_002_012,0023,,1,A,"Free Library of Philadelphia, Special Collections","127,504",0.122,lewis_e_m_002_012,,
0023_lewis_e_m_043_022c,0023,,1,A,"Free Library of Philadelphia, Special Collections","127,514",0.122,lewis_e_m_043_022c,,
0023_lewis_e_m_043_023c,0023,,1,A,"Free Library of Philadelphia, Special Collections","127,650",0.122,lewis_e_m_043_023c,,
0023_lewis_t140,0023,,1,A,"Free Library of Philadelphia, Special Collections","127,915",0.122,lewis_t140,,
0023_lewis_e_m_027_013,0023,,1,A,"Free Library of Philadelphia, Special Collections","128,235",0.122,lewis_e_m_027_013,,
0023_lewis_t176,0023,,1,A,"Free Library of Philadelphia, Special Collections","128,537",0.123,lewis_t176,,
0023_lewis_e_m_001_028,0023,,1,A,"Free Library of Philadelphia, Special Collections","129,012",0.123,lewis_e_m_001_028,,
0023_lewis_e_m_026_003,0023,,1,A,"Free Library of Philadelphia, Special Collections","129,131",0.123,lewis_e_m_026_003,,
0023_lewis_t038,0023,,1,A,"Free Library of Philadelphia, Special Collections","129,451",0.123,lewis_t038,,
0023_lewis_t204,0023,,1,A,"Free Library of Philadelphia, Special Collections","129,533",0.124,lewis_t204,,
0023_lewis_e_m_012_001,0023,,1,A,"Free Library of Philadelphia, Special Collections","129,743",0.124,lewis_e_m_012_001,,
0023_lewis_e_m_072_011a,0023,,1,A,"Free Library of Philadelphia, Special Collections","129,871",0.124,lewis_e_m_072_011a,,
0023_lewis_t060,0023,,1,A,"Free Library of Philadelphia, Special Collections","130,000",0.124,lewis_t060,,
0023_lewis_e_m_077_022,0023,,1,A,"Free Library of Philadelphia, Special Collections","130,069",0.124,lewis_e_m_077_022,,
0023_lewis_t224,0023,,1,A,"Free Library of Philadelphia, Special Collections","130,539",0.124,lewis_t224,,
0023_lewis_e_m_005_005,0023,,1,A,"Free Library of Philadelphia, Special Collections","130,959",0.125,lewis_e_m_005_005,,
0023_lewis_e_m_025_016,0023,,1,A,"Free Library of Philadelphia, Special Collections","131,041",0.125,lewis_e_m_025_016,,
0023_lewis_t066,0023,,1,A,"Free Library of Philadelphia, Special Collections","132,166",0.126,lewis_t066,,
0023_lewis_e_m_006_002,0023,,1,A,"Free Library of Philadelphia, Special Collections","132,331",0.126,lewis_e_m_006_002,,
0023_lewis_e_m_031_035,0023,,1,A,"Free Library of Philadelphia, Special Collections","132,549",0.126,lewis_e_m_031_035,,
0023_lewis_t067,0023,,1,A,"Free Library of Philadelphia, Special Collections","132,610",0.126,lewis_t067,,
0023_lewis_e_m_009_009,0023,,1,A,"Free Library of Philadelphia, Special Collections","132,842",0.127,lewis_e_m_009_009,,
0023_lewis_e_m_031_029,0023,,1,A,"Free Library of Philadelphia, Special Collections","132,924",0.127,lewis_e_m_031_029,,
0023_lewis_e_m_002_006,0023,,1,A,"Free Library of Philadelphia, Special Collections","132,961",0.127,lewis_e_m_002_006,,
0023_lewis_e_m_031_034,0023,,1,A,"Free Library of Philadelphia, Special Collections","133,052",0.127,lewis_e_m_031_034,,
0023_lewis_e_m_005_021,0023,,1,A,"Free Library of Philadelphia, Special Collections","133,409",0.127,lewis_e_m_005_021,,
0023_lewis_e_m_014_017,0023,,1,A,"Free Library of Philadelphia, Special Collections","133,492",0.127,lewis_e_m_014_017,,
0023_lewis_t508,0023,,1,A,"Free Library of Philadelphia, Special Collections","133,537",0.127,lewis_t508,,
0023_lewis_e_m_024_027,0023,,1,A,"Free Library of Philadelphia, Special Collections","133,592",0.127,lewis_e_m_024_027,,
0023_lewis_e_m_027_027-029,0023,,1,A,"Free Library of Philadelphia, Special Collections","133,685",0.127,lewis_e_m_027_027-029,,
0023_lewis_t460,0023,,1,A,"Free Library of Philadelphia, Special Collections","133,738",0.128,lewis_t460,,
0023_lewis_e_m_047_005,0023,,1,A,"Free Library of Philadelphia, Special Collections","133,784",0.128,lewis_e_m_047_005,,
0023_lewis_e_m_024_028,0023,,1,A,"Free Library of Philadelphia, Special Collections","134,049",0.128,lewis_e_m_024_028,,
0023_lewis_e_m_016_002,0023,,1,A,"Free Library of Philadelphia, Special Collections","134,396",0.128,lewis_e_m_016_002,,
0023_lewis_t110,0023,,1,A,"Free Library of Philadelphia, Special Collections","134,588",0.128,lewis_t110,,
0023_lewis_e_m_028_001,0023,,1,A,"Free Library of Philadelphia, Special Collections","134,634",0.128,lewis_e_m_028_001,,
0023_lewis_t109,0023,,1,A,"Free Library of Philadelphia, Special Collections","135,136",0.129,lewis_t109,,
0023_lewis_e_m_011_024,0023,,1,A,"Free Library of Philadelphia, Special Collections","135,539",0.129,lewis_e_m_011_024,,
0023_lewis_e_m_017_001,0023,,1,A,"Free Library of Philadelphia, Special Collections","135,658",0.129,lewis_e_m_017_001,,
0023_lewis_e_m_011_027,0023,,1,A,"Free Library of Philadelphia, Special Collections","135,731",0.129,lewis_e_m_011_027,,
0023_lewis_t145,0023,,1,A,"Free Library of Philadelphia, Special Collections","136,325",0.13,lewis_t145,,
0023_lewis_e_m_002_014,0023,,1,A,"Free Library of Philadelphia, Special Collections","136,398",0.13,lewis_e_m_002_014,,
0023_lewis_e_m_045_028,0023,,1,A,"Free Library of Philadelphia, Special Collections","136,526",0.13,lewis_e_m_045_028,,
0023_lewis_t679,0023,,1,A,"Free Library of Philadelphia, Special Collections","136,605",0.13,lewis_t679,,
0023_lewis_e_m_048_003,0023,,1,A,"Free Library of Philadelphia, Special Collections","136,718",0.13,lewis_e_m_048_003,,
0023_lewis_e_m_009_006a,0023,,1,A,"Free Library of Philadelphia, Special Collections","136,836",0.13,lewis_e_m_009_006a,,
0023_lewis_t161,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,111",0.131,lewis_t161,,
0023_lewis_t678,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,190",0.131,lewis_t678,,
0023_lewis_t396,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,382",0.131,lewis_t396,,
0023_lewis_e_m_008_018a-c,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,698",0.131,lewis_e_m_008_018a-c,,
0023_lewis_t280,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,842",0.131,lewis_t280,,
0023_lewis_t680,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,912",0.132,lewis_t680,,
0023_lewis_e_m_022_002-004,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,915",0.132,lewis_e_m_022_002-004,,
0023_lewis_e_m_008_016a-c,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,936",0.132,lewis_e_m_008_016a-c,,
0023_lewis_t173,0023,,1,A,"Free Library of Philadelphia, Special Collections","137,979",0.132,lewis_t173,,
0023_lewis_e_m_015_007,0023,,1,A,"Free Library of Philadelphia, Special Collections","138,235",0.132,lewis_e_m_015_007,,
0023_lewis_t257,0023,,1,A,"Free Library of Philadelphia, Special Collections","138,527",0.132,lewis_t257,,
0023_lewis_e_m_024_005,0023,,1,A,"Free Library of Philadelphia, Special Collections","138,555",0.132,lewis_e_m_024_005,,
0023_lewis_e_m_048_014,0023,,1,A,"Free Library of Philadelphia, Special Collections","138,820",0.132,lewis_e_m_048_014,,
0023_lewis_e_m_029_013-015,0023,,1,A,"Free Library of Philadelphia, Special Collections","138,950",0.133,lewis_e_m_029_013-015,,
0023_lewis_e_m_043_019,0023,,1,A,"Free Library of Philadelphia, Special Collections","139,131",0.133,lewis_e_m_043_019,,
0023_lewis_e_m_043_013,0023,,1,A,"Free Library of Philadelphia, Special Collections","139,296",0.133,lewis_e_m_043_013,,
0023_lewis_e_m_071_001a-c,0023,,1,A,"Free Library of Philadelphia, Special Collections","139,495",0.133,lewis_e_m_071_001a-c,,
0023_lewis_e_m_027_001,0023,,1,A,"Free Library of Philadelphia, Special Collections","139,688",0.133,lewis_e_m_027_001,,
0023_lewis_e_m_028_018,0023,,1,A,"Free Library of Philadelphia, Special Collections","139,853",0.133,lewis_e_m_028_018,,
0023_lewis_e_m_017_005,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,228",0.134,lewis_e_m_017_005,,
0023_lewis_e_m_026_002,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,246",0.134,lewis_e_m_026_002,,
0023_lewis_e_m_008_017a-c,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,450",0.134,lewis_e_m_008_017a-c,,
0023_lewis_e_m_023_007a-d,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,555",0.134,lewis_e_m_023_007a-d,,
0023_lewis_e_m_021_029,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,612",0.134,lewis_e_m_021_029,,
0023_lewis_t517,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,654",0.134,lewis_t517,,
0023_lewis_t098,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,666",0.134,lewis_t098,,
0023_lewis_e_m_028_025,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,676",0.134,lewis_e_m_028_025,,
0023_lewis_e_m_043_024,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,959",0.134,lewis_e_m_043_024,,
0023_lewis_e_m_002_013,0023,,1,A,"Free Library of Philadelphia, Special Collections","140,978",0.134,lewis_e_m_002_013,,
0023_lewis_e_m_028_028,0023,,1,A,"Free Library of Philadelphia, Special Collections","141,708",0.135,lewis_e_m_028_028,,
0023_lewis_t160,0023,,1,A,"Free Library of Philadelphia, Special Collections","141,755",0.135,lewis_t160,,
0023_lewis_t305,0023,,1,A,"Free Library of Philadelphia, Special Collections","141,952",0.135,lewis_t305,,
0023_lewis_t514,0023,,1,A,"Free Library of Philadelphia, Special Collections","142,290",0.136,lewis_t514,,
0023_lewis_e_m_047_017,0023,,1,A,"Free Library of Philadelphia, Special Collections","142,385",0.136,lewis_e_m_047_017,,
0023_lewis_e_m_077_021,0023,,1,A,"Free Library of Philadelphia, Special Collections","142,638",0.136,lewis_e_m_077_021,,
0023_lewis_t268,0023,,1,A,"Free Library of Philadelphia, Special Collections","142,833",0.136,lewis_t268,,
0023_lewis_e_m_077_018,0023,,1,A,"Free Library of Philadelphia, Special Collections","142,970",0.136,lewis_e_m_077_018,,
0023_lewis_t027,0023,,1,A,"Free Library of Philadelphia, Special Collections","143,304",0.137,lewis_t027,,
0023_lewis_t515,0023,,1,A,"Free Library of Philadelphia, Special Collections","143,314",0.137,lewis_t515,,
0023_lewis_e_m_045_013,0023,,1,A,"Free Library of Philadelphia, Special Collections","143,427",0.137,lewis_e_m_045_013,,
0023_lewis_e_m_050_007,0023,,1,A,"Free Library of Philadelphia, Special Collections","143,500",0.137,lewis_e_m_050_007,,
0023_lewis_e_m_045_005,0023,,1,A,"Free Library of Philadelphia, Special Collections","143,591",0.137,lewis_e_m_045_005,,
0023_lewis_t153,0023,,1,A,"Free Library of Philadelphia, Special Collections","143,911",0.137,lewis_t153,,
0023_lewis_e_m_031_018b,0023,,1,A,"Free Library of Philadelphia, Special Collections","144,003",0.137,lewis_e_m_031_018b,,
0023_lewis_e_m_072_011b,0023,,1,A,"Free Library of Philadelphia, Special Collections","144,012",0.137,lewis_e_m_072_011b,,
0023_lewis_t021,0023,,1,A,"Free Library of Philadelphia, Special Collections","144,414",0.138,lewis_t021,,
0023_lewis_e_m_015_006,0023,,1,A,"Free Library of Philadelphia, Special Collections","144,670",0.138,lewis_e_m_015_006,,
0023_lewis_e_m_024_022,0023,,1,A,"Free Library of Philadelphia, Special Collections","144,935",0.138,lewis_e_m_024_022,,
0023_lewis_e_m_027_008,0023,,1,A,"Free Library of Philadelphia, Special Collections","145,182",0.138,lewis_e_m_027_008,,
0023_lewis_add_004,0023,,1,A,"Free Library of Philadelphia, Special Collections","145,253",0.139,lewis_add_004,,
0023_lewis_e_m_008_008,0023,,1,A,"Free Library of Philadelphia, Special Collections","145,338",0.139,lewis_e_m_008_008,,
0023_lewis_e_m_008_007,0023,,1,A,"Free Library of Philadelphia, Special Collections","145,401",0.139,lewis_e_m_008_007,,
0023_lewis_e_m_043_014,0023,,1,A,"Free Library of Philadelphia, Special Collections","145,410",0.139,lewis_e_m_043_014,,
0023_lewis_t512,0023,,1,A,"Free Library of Philadelphia, Special Collections","145,499",0.139,lewis_t512,,
0023_lewis_t225,0023,,1,A,"Free Library of Philadelphia, Special Collections","146,023",0.139,lewis_t225,,
0023_lewis_e_m_069_022,0023,,1,A,"Free Library of Philadelphia, Special Collections","146,087",0.139,lewis_e_m_069_022,,
0023_lewis_e_m_005_017,0023,,1,A,"Free Library of Philadelphia, Special Collections","146,690",0.14,lewis_e_m_005_017,,
0023_lewis_e_m_047_011a,0023,,1,A,"Free Library of Philadelphia, Special Collections","146,800",0.14,lewis_e_m_047_011a,,
0023_lewis_t130,0023,,1,A,"Free Library of Philadelphia, Special Collections","147,254",0.14,lewis_t130,,
0023_lewis_t053,0023,,1,A,"Free Library of Philadelphia, Special Collections","147,294",0.14,lewis_t053,,
0023_lewis_e_m_042_014,0023,,1,A,"Free Library of Philadelphia, Special Collections","147,375",0.141,lewis_e_m_042_014,,
0023_lewis_e_m_043_016,0023,,1,A,"Free Library of Philadelphia, Special Collections","147,677",0.141,lewis_e_m_043_016,,
0023_lewis_e_m_025_024,0023,,1,A,"Free Library of Philadelphia, Special Collections","147,869",0.141,lewis_e_m_025_024,,
0023_lewis_t473,0023,,1,A,"Free Library of Philadelphia, Special Collections","147,979",0.141,lewis_t473,,
0023_lewis_t019,0023,,1,A,"Free Library of Philadelphia, Special Collections","148,116",0.141,lewis_t019,,
0023_lewis_e_m_026_014,0023,,1,A,"Free Library of Philadelphia, Special Collections","148,253",0.141,lewis_e_m_026_014,,
0023_lewis_e_m_048_006,0023,,1,A,"Free Library of Philadelphia, Special Collections","148,271",0.141,lewis_e_m_048_006,,
0023_lewis_e_m_046_006,0023,,1,A,"Free Library of Philadelphia, Special Collections","148,336",0.141,lewis_e_m_046_006,,
0023_lewis_e_m_043_015,0023,,1,A,"Free Library of Philadelphia, Special Collections","148,399",0.142,lewis_e_m_043_015,,
0023_lewis_t078b,0023,,1,A,"Free Library of Philadelphia, Special Collections","148,875",0.142,lewis_t078b,,
0023_lewis_t077,0023,,1,A,"Free Library of Philadelphia, Special Collections","148,948",0.142,lewis_t077,,
0023_lewis_e_m_044_012,0023,,1,A,"Free Library of Philadelphia, Special Collections","149,249",0.142,lewis_e_m_044_012,,
0023_lewis_e_m_012_002,0023,,1,A,"Free Library of Philadelphia, Special Collections","149,785",0.143,lewis_e_m_012_002,,
0023_lewis_e_m_044_018,0023,,1,A,"Free Library of Philadelphia, Special Collections","149,844",0.143,lewis_e_m_044_018,,
0023_lewis_e_m_049_009,0023,,1,A,"Free Library of Philadelphia, Special Collections","150,072",0.143,lewis_e_m_049_009,,
0023_lewis_t671,0023,,1,A,"Free Library of Philadelphia, Special Collections","150,167",0.143,lewis_t671,,
0023_lewis_e_m_043_012,0023,,1,A,"Free Library of Philadelphia, Special Collections","150,219",0.143,lewis_e_m_043_012,,
0023_lewis_t129,0023,,1,A,"Free Library of Philadelphia, Special Collections","150,288",0.143,lewis_t129,,
0023_lewis_e_m_005_010,0023,,1,A,"Free Library of Philadelphia, Special Collections","150,562",0.144,lewis_e_m_005_010,,
0023_lewis_e_m_031_002,0023,,1,A,"Free Library of Philadelphia, Special Collections","150,694",0.144,lewis_e_m_031_002,,
0023_lewis_e_m_028_009,0023,,1,A,"Free Library of Philadelphia, Special Collections","150,703",0.144,lewis_e_m_028_009,,
0023_lewis_t513,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,184",0.144,lewis_t513,,
0023_lewis_t061,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,480",0.144,lewis_t061,,
0023_lewis_e_m_046_005a-b,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,513",0.144,lewis_e_m_046_005a-b,,
0023_lewis_e_m_048_011,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,571",0.145,lewis_e_m_048_011,,
0023_lewis_t314,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,774",0.145,lewis_t314,,
0023_lewis_e_m_043_017,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,873",0.145,lewis_e_m_043_017,,
0023_lewis_e_m_026_016,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,928",0.145,lewis_e_m_026_016,,
0023_lewis_t236,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,937",0.145,lewis_t236,,
0023_lewis_e_m_044_001,0023,,1,A,"Free Library of Philadelphia, Special Collections","151,983",0.145,lewis_e_m_044_001,,
0023_lewis_t054,0023,,1,A,"Free Library of Philadelphia, Special Collections","152,513",0.145,lewis_t054,,
0023_lewis_t459,0023,,1,A,"Free Library of Philadelphia, Special Collections","153,015",0.146,lewis_t459,,
0023_lewis_e_m_017_013,0023,,1,A,"Free Library of Philadelphia, Special Collections","153,167",0.146,lewis_e_m_017_013,,
0023_lewis_t283,0023,,1,A,"Free Library of Philadelphia, Special Collections","153,280",0.146,lewis_t283,,
0023_lewis_e_m_047_004,0023,,1,A,"Free Library of Philadelphia, Special Collections","153,765",0.147,lewis_e_m_047_004,,
0023_lewis_e_m_047_011,0023,,1,A,"Free Library of Philadelphia, Special Collections","153,902",0.147,lewis_e_m_047_011,,
0023_lewis_e_m_005_022,0023,,1,A,"Free Library of Philadelphia, Special Collections","153,921",0.147,lewis_e_m_005_022,,
0023_lewis_t003,0023,,1,A,"Free Library of Philadelphia, Special Collections","153,993",0.147,lewis_t003,,
0023_lewis_e_m_011_019,0023,,1,A,"Free Library of Philadelphia, Special Collections","154,057",0.147,lewis_e_m_011_019,,
0023_lewis_t143,0023,,1,A,"Free Library of Philadelphia, Special Collections","154,313",0.147,lewis_t143,,
0023_lewis_e_m_047_002,0023,,1,A,"Free Library of Philadelphia, Special Collections","154,341",0.147,lewis_e_m_047_002,,
0023_lewis_e_m_046_013,0023,,1,A,"Free Library of Philadelphia, Special Collections","154,703",0.148,lewis_e_m_046_013,,
0023_lewis_e_m_017_009,0023,,1,A,"Free Library of Philadelphia, Special Collections","154,721",0.148,lewis_e_m_017_009,,
0023_lewis_t522,0023,,1,A,"Free Library of Philadelphia, Special Collections","155,017",0.148,lewis_t522,,
0023_lewis_t101,0023,,1,A,"Free Library of Philadelphia, Special Collections","155,475",0.148,lewis_t101,,
0023_lewis_e_m_044_002,0023,,1,A,"Free Library of Philadelphia, Special Collections","155,748",0.149,lewis_e_m_044_002,,
0023_lewis_e_m_042_023,0023,,1,A,"Free Library of Philadelphia, Special Collections","156,245",0.149,lewis_e_m_042_023,,
0023_lewis_e_m_066_007,0023,,1,A,"Free Library of Philadelphia, Special Collections","156,458",0.149,lewis_e_m_066_007,,
0023_lewis_e_m_029_006,0023,,1,A,"Free Library of Philadelphia, Special Collections","156,992",0.15,lewis_e_m_029_006,,
0023_lewis_e_m_005_023,0023,,1,A,"Free Library of Philadelphia, Special Collections","157,649",0.15,lewis_e_m_005_023,,
0023_lewis_t121,0023,,1,A,"Free Library of Philadelphia, Special Collections","157,650",0.15,lewis_t121,,
0023_lewis_e_m_024_013,0023,,1,A,"Free Library of Philadelphia, Special Collections","157,659",0.15,lewis_e_m_024_013,,
0023_lewis_e_m_044_009a,0023,,1,A,"Free Library of Philadelphia, Special Collections","158,135",0.151,lewis_e_m_044_009a,,
0023_lewis_t574,0023,,1,A,"Free Library of Philadelphia, Special Collections","158,307",0.151,lewis_t574,,
0023_lewis_t273,0023,,1,A,"Free Library of Philadelphia, Special Collections","158,592",0.151,lewis_t273,,
0023_lewis_e_m_049_002,0023,,1,A,"Free Library of Philadelphia, Special Collections","158,765",0.151,lewis_e_m_049_002,,
0023_lewis_e_m_048_025,0023,,1,A,"Free Library of Philadelphia, Special Collections","158,892",0.152,lewis_e_m_048_025,,
0023_lewis_e_m_048_015,0023,,1,A,"Free Library of Philadelphia, Special Collections","158,920",0.152,lewis_e_m_048_015,,
0023_lewis_t094,0023,,1,A,"Free Library of Philadelphia, Special Collections","159,816",0.152,lewis_t094,,
0023_lewis_e_m_026_008-009,0023,,1,A,"Free Library of Philadelphia, Special Collections","160,589",0.153,lewis_e_m_026_008-009,,
0023_lewis_e_m_066_009,0023,,1,A,"Free Library of Philadelphia, Special Collections","161,470",0.154,lewis_e_m_066_009,,
0023_lewis_e_m_017_004,0023,,1,A,"Free Library of Philadelphia, Special Collections","161,672",0.154,lewis_e_m_017_004,,
0023_lewis_e_m_011_022,0023,,1,A,"Free Library of Philadelphia, Special Collections","161,991",0.154,lewis_e_m_011_022,,
0023_lewis_e_m_011_020,0023,,1,A,"Free Library of Philadelphia, Special Collections","162,037",0.155,lewis_e_m_011_020,,
0023_lewis_t467,0023,,1,A,"Free Library of Philadelphia, Special Collections","162,427",0.155,lewis_t467,,
0023_lewis_e_m_048_017,0023,,1,A,"Free Library of Philadelphia, Special Collections","162,467",0.155,lewis_e_m_048_017,,
0023_lewis_e_m_043_018,0023,,1,A,"Free Library of Philadelphia, Special Collections","162,759",0.155,lewis_e_m_043_018,,
0023_lewis_e_m_011_021,0023,,1,A,"Free Library of Philadelphia, Special Collections","162,869",0.155,lewis_e_m_011_021,,
0023_lewis_t135,0023,,1,A,"Free Library of Philadelphia, Special Collections","162,902",0.155,lewis_t135,,
0023_lewis_e_m_023_018,0023,,1,A,"Free Library of Philadelphia, Special Collections","163,964",0.156,lewis_e_m_023_018,,
0023_lewis_e_m_008_011,0023,,1,A,"Free Library of Philadelphia, Special Collections","163,975",0.156,lewis_e_m_008_011,,
0023_lewis_e_m_076_055,0023,,1,A,"Free Library of Philadelphia, Special Collections","164,067",0.156,lewis_e_m_076_055,,
0023_lewis_e_m_046_011,0023,,1,A,"Free Library of Philadelphia, Special Collections","164,240",0.157,lewis_e_m_046_011,,
0023_lewis_e_m_047_006,0023,,1,A,"Free Library of Philadelphia, Special Collections","164,542",0.157,lewis_e_m_047_006,,
0023_lewis_t484,0023,,1,A,"Free Library of Philadelphia, Special Collections","164,542",0.157,lewis_t484,,
0023_lewis_t485,0023,,1,A,"Free Library of Philadelphia, Special Collections","164,661",0.157,lewis_t485,,
0023_lewis_e_m_029_008,0023,,1,A,"Free Library of Philadelphia, Special Collections","165,109",0.157,lewis_e_m_029_008,,
0023_lewis_t055,0023,,1,A,"Free Library of Philadelphia, Special Collections","165,208",0.158,lewis_t055,,
0023_lewis_e_m_031_018a,0023,,1,A,"Free Library of Philadelphia, Special Collections","165,712",0.158,lewis_e_m_031_018a,,
0023_lewis_t192,0023,,1,A,"Free Library of Philadelphia, Special Collections","167,230",0.159,lewis_t192,,
0023_lewis_e_m_005_025,0023,,1,A,"Free Library of Philadelphia, Special Collections","167,330",0.16,lewis_e_m_005_025,,
0023_lewis_e_m_005_024,0023,,1,A,"Free Library of Philadelphia, Special Collections","167,394",0.16,lewis_e_m_005_024,,
0023_lewis_t187,0023,,1,A,"Free Library of Philadelphia, Special Collections","167,485",0.16,lewis_t187,,
0023_lewis_e_m_026_032-033,0023,,1,A,"Free Library of Philadelphia, Special Collections","168,131",0.16,lewis_e_m_026_032-033,,
0023_lewis_e_m_049_005,0023,,1,A,"Free Library of Philadelphia, Special Collections","168,354",0.161,lewis_e_m_049_005,,
0023_lewis_e_m_067_018,0023,,1,A,"Free Library of Philadelphia, Special Collections","168,518",0.161,lewis_e_m_067_018,,
0023_lewis_e_m_043_021,0023,,1,A,"Free Library of Philadelphia, Special Collections","168,829",0.161,lewis_e_m_043_021,,
0023_lewis_e_m_001_024,0023,,1,A,"Free Library of Philadelphia, Special Collections","169,194",0.161,lewis_e_m_001_024,,
0023_lewis_t023,0023,,1,A,"Free Library of Philadelphia, Special Collections","169,359",0.162,lewis_t023,,
0023_lewis_t092,0023,,1,A,"Free Library of Philadelphia, Special Collections","169,588",0.162,lewis_t092,,
0023_lewis_e_m_033_003,0023,,1,A,"Free Library of Philadelphia, Special Collections","170,044",0.162,lewis_e_m_033_003,,
