Key,repo,Path extension,Priority,Group,Repo Name,size,size_gb,folder,STATUS,Notes
0002_mscoll390_item1073,0002,,2,A,University of Pennsylvania Libraries,"984,004",0.938,mscoll390_item1073,,
0002_mscoll390_item545,0002,,2,A,University of Pennsylvania Libraries,"985,434",0.94,mscoll390_item545,,
0002_mscoll390_item2659,0002,,2,A,University of Pennsylvania Libraries,"987,911",0.942,mscoll390_item2659,,
0002_mscoll390_item1282,0002,,2,A,University of Pennsylvania Libraries,"988,018",0.942,mscoll390_item1282,,
0002_ms_coll_700_item94,0002,,2,A,University of Pennsylvania Libraries,"990,564",0.945,ms_coll_700_item94,,
0002_mscoll390_item548,0002,,2,A,University of Pennsylvania Libraries,"990,860",0.945,mscoll390_item548,,
0002_mscoll390_item1050,0002,,2,A,University of Pennsylvania Libraries,"992,366",0.946,mscoll390_item1050,,
0002_ms_coll_700_item158,0002,,2,A,University of Pennsylvania Libraries,"994,514",0.948,ms_coll_700_item158,,
0002_mscoll390_item2451,0002,,2,A,University of Pennsylvania Libraries,"994,770",0.949,mscoll390_item2451,,
0002_mscoll390_item1075,0002,,2,A,University of Pennsylvania Libraries,"996,457",0.95,mscoll390_item1075,,
0002_mscoll390_item351,0002,,2,A,University of Pennsylvania Libraries,"996,765",0.951,mscoll390_item351,,
0002_mscoll390_item1119,0002,,2,A,University of Pennsylvania Libraries,"1,002,272",0.956,mscoll390_item1119,,
0002_mscoll390_item2711,0002,,2,A,University of Pennsylvania Libraries,"1,002,687",0.956,mscoll390_item2711,,
0002_mscoll390_item194,0002,,2,A,University of Pennsylvania Libraries,"1,003,595",0.957,mscoll390_item194,,
0002_mscoll390_item426,0002,,2,A,University of Pennsylvania Libraries,"1,004,468",0.958,mscoll390_item426,,
0002_mscoll390_item693,0002,,2,A,University of Pennsylvania Libraries,"1,004,494",0.958,mscoll390_item693,,
0002_mscoll390_item2582,0002,,2,A,University of Pennsylvania Libraries,"1,005,827",0.959,mscoll390_item2582,,
0002_mscoll390_item783,0002,,2,A,University of Pennsylvania Libraries,"1,005,962",0.959,mscoll390_item783,,
0002_mscoll390_item1326,0002,,2,A,University of Pennsylvania Libraries,"1,007,012",0.96,mscoll390_item1326,,
0002_mscoll742_f83,0002,,2,A,University of Pennsylvania Libraries,"1,007,895",0.961,mscoll742_f83,,
0002_mscoll390_item2718,0002,,2,A,University of Pennsylvania Libraries,"1,008,523",0.962,mscoll390_item2718,,
0002_mscoll390_item1537,0002,,2,A,University of Pennsylvania Libraries,"1,011,220",0.964,mscoll390_item1537,,
0002_mscoll390_item1533,0002,,2,A,University of Pennsylvania Libraries,"1,011,366",0.965,mscoll390_item1533,,
0002_mscoll390_item430,0002,,2,A,University of Pennsylvania Libraries,"1,011,575",0.965,mscoll390_item430,,
0002_mscoll390_item437,0002,,2,A,University of Pennsylvania Libraries,"1,011,858",0.965,mscoll390_item437,,
0002_mscoll390_item1719,0002,,2,A,University of Pennsylvania Libraries,"1,015,325",0.968,mscoll390_item1719,,
0002_mscoll390_item2778,0002,,2,A,University of Pennsylvania Libraries,"1,016,578",0.969,mscoll390_item2778,,
0002_mscodex933,0002,,2,A,University of Pennsylvania Libraries,"1,017,173",0.97,mscodex933,,
0002_mscoll390_item860,0002,,2,A,University of Pennsylvania Libraries,"1,017,236",0.97,mscoll390_item860,,
0002_mscodex158,0002,,2,A,University of Pennsylvania Libraries,"1,017,760",0.971,mscodex158,,
0002_ms_coll_700_item92,0002,,2,A,University of Pennsylvania Libraries,"1,018,298",0.971,ms_coll_700_item92,,
0002_mscoll390_item780,0002,,2,A,University of Pennsylvania Libraries,"1,018,783",0.972,mscoll390_item780,,
0002_mscoll390_item541,0002,,2,A,University of Pennsylvania Libraries,"1,018,987",0.972,mscoll390_item541,,
0002_mscoll390_item1815,0002,,2,A,University of Pennsylvania Libraries,"1,019,595",0.972,mscoll390_item1815,,
0002_mscoll390_item402,0002,,2,A,University of Pennsylvania Libraries,"1,019,653",0.972,mscoll390_item402,,
0002_mscoll390_item1785,0002,,2,A,University of Pennsylvania Libraries,"1,020,372",0.973,mscoll390_item1785,,
0002_mscoll390_item1314,0002,,2,A,University of Pennsylvania Libraries,"1,020,546",0.973,mscoll390_item1314,,
0002_mscoll390_item1756,0002,,2,A,University of Pennsylvania Libraries,"1,022,142",0.975,mscoll390_item1756,,
0002_mscoll390_item2704,0002,,2,A,University of Pennsylvania Libraries,"1,024,802",0.977,mscoll390_item2704,,
0002_mscoll390_item601,0002,,2,A,University of Pennsylvania Libraries,"1,024,862",0.977,mscoll390_item601,,
0002_mscoll390_item1494,0002,,2,A,University of Pennsylvania Libraries,"1,025,380",0.978,mscoll390_item1494,,
0002_mscoll390_item2701,0002,,2,A,University of Pennsylvania Libraries,"1,027,347",0.98,mscoll390_item2701,,
0002_mscoll390_item1900,0002,,2,A,University of Pennsylvania Libraries,"1,028,181",0.981,mscoll390_item1900,,
0002_mscoll390_item1225,0002,,2,A,University of Pennsylvania Libraries,"1,030,492",0.983,mscoll390_item1225,,
0002_mscoll390_item615,0002,,2,A,University of Pennsylvania Libraries,"1,031,353",0.984,mscoll390_item615,,
0002_ms_coll_700_item219,0002,,2,A,University of Pennsylvania Libraries,"1,033,001",0.985,ms_coll_700_item219,,
0002_mscodex1525,0002,,2,A,University of Pennsylvania Libraries,"1,034,904",0.987,mscodex1525,,
0002_mscoll390_item1965,0002,,2,A,University of Pennsylvania Libraries,"1,036,875",0.989,mscoll390_item1965,,
0002_mscoll390_item1082,0002,,2,A,University of Pennsylvania Libraries,"1,037,998",0.99,mscoll390_item1082,,
0002_mscoll390_item94,0002,,2,A,University of Pennsylvania Libraries,"1,038,523",0.99,mscoll390_item94,,
0002_mscoll390_item1849,0002,,2,A,University of Pennsylvania Libraries,"1,038,941",0.991,mscoll390_item1849,,
0002_mscoll390_item2176,0002,,2,A,University of Pennsylvania Libraries,"1,039,334",0.991,mscoll390_item2176,,
0002_mscoll390_item2411,0002,,2,A,University of Pennsylvania Libraries,"1,042,067",0.994,mscoll390_item2411,,
0002_mscoll390_item955,0002,,2,A,University of Pennsylvania Libraries,"1,042,294",0.994,mscoll390_item955,,
0002_mscoll390_item224,0002,,2,A,University of Pennsylvania Libraries,"1,043,174",0.995,mscoll390_item224,,
0002_mscoll390_item2184,0002,,2,A,University of Pennsylvania Libraries,"1,043,851",0.995,mscoll390_item2184,,
0002_mscoll390_item2291,0002,,2,A,University of Pennsylvania Libraries,"1,046,545",0.998,mscoll390_item2291,,
0002_mscoll390_item2028,0002,,2,A,University of Pennsylvania Libraries,"1,046,898",0.998,mscoll390_item2028,,
0002_mscoll390_item1689,0002,,2,A,University of Pennsylvania Libraries,"1,048,378",1,mscoll390_item1689,,
0002_mscoll390_item1361,0002,,2,A,University of Pennsylvania Libraries,"1,048,734",1,mscoll390_item1361,,
0002_h253,0002,,2,A,University of Pennsylvania Libraries,"1,049,066",1,h253,,
0002_mscoll390_item2333,0002,,2,A,University of Pennsylvania Libraries,"1,051,643",1.003,mscoll390_item2333,,
0002_mscoll390_item818,0002,,2,A,University of Pennsylvania Libraries,"1,052,562",1.004,mscoll390_item818,,
0002_mscoll390_item1219,0002,,2,A,University of Pennsylvania Libraries,"1,053,155",1.004,mscoll390_item1219,,
0002_mscoll390_item1084,0002,,2,A,University of Pennsylvania Libraries,"1,055,209",1.006,mscoll390_item1084,,
0002_mscoll390_item1014,0002,,2,A,University of Pennsylvania Libraries,"1,055,472",1.007,mscoll390_item1014,,
0002_mscoll390_item2397,0002,,2,A,University of Pennsylvania Libraries,"1,055,770",1.007,mscoll390_item2397,,
0002_mscodex479,0002,,2,A,University of Pennsylvania Libraries,"1,056,505",1.008,mscodex479,,
0002_mscoll390_item1674,0002,,2,A,University of Pennsylvania Libraries,"1,058,685",1.01,mscoll390_item1674,,
0002_mscoll390_item461,0002,,2,A,University of Pennsylvania Libraries,"1,058,874",1.01,mscoll390_item461,,
0002_ms_coll_700_item129,0002,,2,A,University of Pennsylvania Libraries,"1,059,193",1.01,ms_coll_700_item129,,
0002_mscoll390_item778,0002,,2,A,University of Pennsylvania Libraries,"1,059,880",1.011,mscoll390_item778,,
0002_mscoll390_item1961,0002,,2,A,University of Pennsylvania Libraries,"1,061,394",1.012,mscoll390_item1961,,
0002_mscoll390_item1392,0002,,2,A,University of Pennsylvania Libraries,"1,063,076",1.014,mscoll390_item1392,,
0002_mscoll390_item2187,0002,,2,A,University of Pennsylvania Libraries,"1,063,203",1.014,mscoll390_item2187,,
0002_ms_coll_700_item113,0002,,2,A,University of Pennsylvania Libraries,"1,063,803",1.015,ms_coll_700_item113,,
0002_mscoll390_item392,0002,,2,A,University of Pennsylvania Libraries,"1,064,197",1.015,mscoll390_item392,,
0002_mscoll390_item2420,0002,,2,A,University of Pennsylvania Libraries,"1,064,615",1.015,mscoll390_item2420,,
0002_mscoll390_item2762,0002,,2,A,University of Pennsylvania Libraries,"1,066,744",1.017,mscoll390_item2762,,
0002_mscoll390_item1231,0002,,2,A,University of Pennsylvania Libraries,"1,066,967",1.018,mscoll390_item1231,,
0002_mscoll390_item1842,0002,,2,A,University of Pennsylvania Libraries,"1,068,626",1.019,mscoll390_item1842,,
0002_mscoll390_item2055,0002,,2,A,University of Pennsylvania Libraries,"1,068,643",1.019,mscoll390_item2055,,
0002_mscoll390_item843,0002,,2,A,University of Pennsylvania Libraries,"1,068,984",1.019,mscoll390_item843,,
0002_mscoll390_item2656,0002,,2,A,University of Pennsylvania Libraries,"1,069,384",1.02,mscoll390_item2656,,
0002_mscoll390_item1203,0002,,2,A,University of Pennsylvania Libraries,"1,070,971",1.021,mscoll390_item1203,,
0002_mscodex1141,0002,,2,A,University of Pennsylvania Libraries,"1,071,335",1.022,mscodex1141,,
0002_mscoll390_item1978,0002,,2,A,University of Pennsylvania Libraries,"1,072,596",1.023,mscoll390_item1978,,
0002_mscodex1573,0002,,2,A,University of Pennsylvania Libraries,"1,073,113",1.023,mscodex1573,,
0002_mscoll390_item534,0002,,2,A,University of Pennsylvania Libraries,"1,074,195",1.024,mscoll390_item534,,
0002_mscoll390_item957,0002,,2,A,University of Pennsylvania Libraries,"1,075,718",1.026,mscoll390_item957,,
0002_mscoll390_item2544,0002,,2,A,University of Pennsylvania Libraries,"1,076,817",1.027,mscoll390_item2544,,
0002_msindic13,0002,,2,A,University of Pennsylvania Libraries,"1,077,794",1.028,msindic13,,
0002_mscoll390_item978,0002,,2,A,University of Pennsylvania Libraries,"1,081,655",1.032,mscoll390_item978,,
0002_mscoll390_item1567,0002,,2,A,University of Pennsylvania Libraries,"1,081,744",1.032,mscoll390_item1567,,
0002_mscoll390_item2654,0002,,2,A,University of Pennsylvania Libraries,"1,082,424",1.032,mscoll390_item2654,,
0002_mscodex66,0002,,2,A,University of Pennsylvania Libraries,"1,083,310",1.033,mscodex66,,
0002_mscoll390_item547,0002,,2,A,University of Pennsylvania Libraries,"1,084,452",1.034,mscoll390_item547,,
0002_mscodex249,0002,,2,A,University of Pennsylvania Libraries,"1,085,034",1.035,mscodex249,,
0002_mscoll390_item2788,0002,,2,A,University of Pennsylvania Libraries,"1,085,237",1.035,mscoll390_item2788,,
0002_mscoll390_item2487,0002,,2,A,University of Pennsylvania Libraries,"1,087,208",1.037,mscoll390_item2487,,
0002_mscoll390_item674,0002,,2,A,University of Pennsylvania Libraries,"1,087,896",1.037,mscoll390_item674,,
0002_mscoll390_item821,0002,,2,A,University of Pennsylvania Libraries,"1,089,035",1.039,mscoll390_item821,,
0002_mscoll390_item1764,0002,,2,A,University of Pennsylvania Libraries,"1,089,529",1.039,mscoll390_item1764,,
0002_mscoll390_item2400,0002,,2,A,University of Pennsylvania Libraries,"1,089,895",1.039,mscoll390_item2400,,
0002_mscoll390_item535,0002,,2,A,University of Pennsylvania Libraries,"1,091,994",1.041,mscoll390_item535,,
0002_mscoll390_item1135,0002,,2,A,University of Pennsylvania Libraries,"1,093,149",1.043,mscoll390_item1135,,
0002_msroll1906,0002,,2,A,University of Pennsylvania Libraries,"1,093,212",1.043,msroll1906,,
0002_mscoll390_item228,0002,,2,A,University of Pennsylvania Libraries,"1,097,137",1.046,mscoll390_item228,,
0002_mscoll390_item2537,0002,,2,A,University of Pennsylvania Libraries,"1,097,374",1.047,mscoll390_item2537,,
0002_mscoll390_item1750,0002,,2,A,University of Pennsylvania Libraries,"1,097,898",1.047,mscoll390_item1750,,
0002_mscoll390_item2271,0002,,2,A,University of Pennsylvania Libraries,"1,099,323",1.048,mscoll390_item2271,,
0002_mscoll390_item1318,0002,,2,A,University of Pennsylvania Libraries,"1,100,532",1.05,mscoll390_item1318,,
0002_mscoll390_item2221,0002,,2,A,University of Pennsylvania Libraries,"1,100,571",1.05,mscoll390_item2221,,
0002_mscoll390_item2432,0002,,2,A,University of Pennsylvania Libraries,"1,101,400",1.05,mscoll390_item2432,,
0002_mscoll390_item88,0002,,2,A,University of Pennsylvania Libraries,"1,101,723",1.051,mscoll390_item88,,
0002_mscoll390_item696,0002,,2,A,University of Pennsylvania Libraries,"1,103,256",1.052,mscoll390_item696,,
0002_mscodex161,0002,,2,A,University of Pennsylvania Libraries,"1,106,995",1.056,mscodex161,,
0002_mscoll390_item740,0002,,2,A,University of Pennsylvania Libraries,"1,107,088",1.056,mscoll390_item740,,
0002_mscoll390_item628,0002,,2,A,University of Pennsylvania Libraries,"1,109,614",1.058,mscoll390_item628,,
0002_mscoll390_item1856,0002,,2,A,University of Pennsylvania Libraries,"1,110,969",1.06,mscoll390_item1856,,
0002_mscoll390_item2604,0002,,2,A,University of Pennsylvania Libraries,"1,111,194",1.06,mscoll390_item2604,,
0002_mscoll390_item2709,0002,,2,A,University of Pennsylvania Libraries,"1,112,365",1.061,mscoll390_item2709,,
0002_mscoll742_f26,0002,,2,A,University of Pennsylvania Libraries,"1,114,299",1.063,mscoll742_f26,,
0002_mscoll390_item637,0002,,2,A,University of Pennsylvania Libraries,"1,115,757",1.064,mscoll390_item637,,
0002_mscoll390_item2435,0002,,2,A,University of Pennsylvania Libraries,"1,116,585",1.065,mscoll390_item2435,,
0002_mscoll390_item158,0002,,2,A,University of Pennsylvania Libraries,"1,117,558",1.066,mscoll390_item158,,
0002_mscoll390_item1393,0002,,2,A,University of Pennsylvania Libraries,"1,118,538",1.067,mscoll390_item1393,,
0002_mscoll390_item2506,0002,,2,A,University of Pennsylvania Libraries,"1,119,826",1.068,mscoll390_item2506,,
0002_mscoll390_item2281,0002,,2,A,University of Pennsylvania Libraries,"1,120,613",1.069,mscoll390_item2281,,
0002_mscoll390_item2734,0002,,2,A,University of Pennsylvania Libraries,"1,120,720",1.069,mscoll390_item2734,,
0002_mscoll390_item1625,0002,,2,A,University of Pennsylvania Libraries,"1,122,098",1.07,mscoll390_item1625,,
0002_mscoll390_item1139,0002,,2,A,University of Pennsylvania Libraries,"1,123,792",1.072,mscoll390_item1139,,
0002_mscoll390_item2243,0002,,2,A,University of Pennsylvania Libraries,"1,123,898",1.072,mscoll390_item2243,,
0002_mscoll390_item1880,0002,,2,A,University of Pennsylvania Libraries,"1,127,382",1.075,mscoll390_item1880,,
0002_ms_coll_700_item135,0002,,2,A,University of Pennsylvania Libraries,"1,127,453",1.075,ms_coll_700_item135,,
0002_ms_coll_700_item217,0002,,2,A,University of Pennsylvania Libraries,"1,130,473",1.078,ms_coll_700_item217,,
0002_mscoll390_item1171,0002,,2,A,University of Pennsylvania Libraries,"1,132,637",1.08,mscoll390_item1171,,
0002_mscoll390_item1161,0002,,2,A,University of Pennsylvania Libraries,"1,132,828",1.08,mscoll390_item1161,,
0002_mscoll390_item423,0002,,2,A,University of Pennsylvania Libraries,"1,133,651",1.081,mscoll390_item423,,
0002_mscoll390_item1223,0002,,2,A,University of Pennsylvania Libraries,"1,133,904",1.081,mscoll390_item1223,,
0002_mscoll390_item408,0002,,2,A,University of Pennsylvania Libraries,"1,134,102",1.082,mscoll390_item408,,
0002_mscoll390_item482,0002,,2,A,University of Pennsylvania Libraries,"1,135,629",1.083,mscoll390_item482,,
0002_mscoll390_item893,0002,,2,A,University of Pennsylvania Libraries,"1,135,924",1.083,mscoll390_item893,,
0002_mscoll390_item2570,0002,,2,A,University of Pennsylvania Libraries,"1,136,240",1.084,mscoll390_item2570,,
0002_mscoll390_item802,0002,,2,A,University of Pennsylvania Libraries,"1,136,981",1.084,mscoll390_item802,,
0002_mscoll390_item2684_item2685,0002,,2,A,University of Pennsylvania Libraries,"1,138,392",1.086,mscoll390_item2684_item2685,,
0002_mscoll390_item2325,0002,,2,A,University of Pennsylvania Libraries,"1,138,698",1.086,mscoll390_item2325,,
0002_mscoll764_item198,0002,,2,A,University of Pennsylvania Libraries,"1,138,731",1.086,mscoll764_item198,,
0002_mscodex1054,0002,,2,A,University of Pennsylvania Libraries,"1,140,717",1.088,mscodex1054,,
0002_mscoll390_item1859,0002,,2,A,University of Pennsylvania Libraries,"1,140,780",1.088,mscoll390_item1859,,
0002_mscoll390_item688,0002,,2,A,University of Pennsylvania Libraries,"1,141,776",1.089,mscoll390_item688,,
0002_mscoll390_item2067,0002,,2,A,University of Pennsylvania Libraries,"1,142,616",1.09,mscoll390_item2067,,
0002_mscoll390_item553,0002,,2,A,University of Pennsylvania Libraries,"1,142,767",1.09,mscoll390_item553,,
0002_mscoll390_item189,0002,,2,A,University of Pennsylvania Libraries,"1,143,108",1.09,mscoll390_item189,,
0002_mscoll390_item646,0002,,2,A,University of Pennsylvania Libraries,"1,143,979",1.091,mscoll390_item646,,
0002_mscoll390_item697,0002,,2,A,University of Pennsylvania Libraries,"1,144,380",1.091,mscoll390_item697,,
0002_mscoll390_item1209,0002,,2,A,University of Pennsylvania Libraries,"1,144,904",1.092,mscoll390_item1209,,
0002_mscoll390_item2365,0002,,2,A,University of Pennsylvania Libraries,"1,145,053",1.092,mscoll390_item2365,,
0002_mscoll390_item2403,0002,,2,A,University of Pennsylvania Libraries,"1,145,516",1.092,mscoll390_item2403,,
0002_mscoll390_item530,0002,,2,A,University of Pennsylvania Libraries,"1,146,156",1.093,mscoll390_item530,,
0002_mscoll390_item2022,0002,,2,A,University of Pennsylvania Libraries,"1,148,161",1.095,mscoll390_item2022,,
0002_mscoll390_item1525,0002,,2,A,University of Pennsylvania Libraries,"1,150,198",1.097,mscoll390_item1525,,
0002_mscoll390_item1160,0002,,2,A,University of Pennsylvania Libraries,"1,150,700",1.097,mscoll390_item1160,,
0002_mscoll390_item2578,0002,,2,A,University of Pennsylvania Libraries,"1,150,702",1.097,mscoll390_item2578,,
0002_mscoll390_item636,0002,,2,A,University of Pennsylvania Libraries,"1,151,225",1.098,mscoll390_item636,,
0002_ms_coll_700_item170,0002,,2,A,University of Pennsylvania Libraries,"1,151,264",1.098,ms_coll_700_item170,,
0002_mscoll49_f77,0002,,2,A,University of Pennsylvania Libraries,"1,152,604",1.099,mscoll49_f77,,
0002_mscoll390_item1172,0002,,2,A,University of Pennsylvania Libraries,"1,153,001",1.1,mscoll390_item1172,,
0002_ms_coll_700_item57,0002,,2,A,University of Pennsylvania Libraries,"1,154,661",1.101,ms_coll_700_item57,,
0002_mscoll390_item1377,0002,,2,A,University of Pennsylvania Libraries,"1,156,076",1.103,mscoll390_item1377,,
0002_mscoll390_item924,0002,,2,A,University of Pennsylvania Libraries,"1,156,334",1.103,mscoll390_item924,,
0002_mscodex144,0002,,2,A,University of Pennsylvania Libraries,"1,157,568",1.104,mscodex144,,
0002_mscoll390_item415,0002,,2,A,University of Pennsylvania Libraries,"1,159,257",1.106,mscoll390_item415,,
0002_mscoll390_item581,0002,,2,A,University of Pennsylvania Libraries,"1,162,956",1.109,mscoll390_item581,,
0002_mscoll390_item2145,0002,,2,A,University of Pennsylvania Libraries,"1,164,617",1.111,mscoll390_item2145,,
0002_mscoll390_item2446,0002,,2,A,University of Pennsylvania Libraries,"1,164,744",1.111,mscoll390_item2446,,
0002_mscoll390_item1484,0002,,2,A,University of Pennsylvania Libraries,"1,165,776",1.112,mscoll390_item1484,,
0002_mscoll390_item2092,0002,,2,A,University of Pennsylvania Libraries,"1,169,370",1.115,mscoll390_item2092,,
0002_mscoll390_item394,0002,,2,A,University of Pennsylvania Libraries,"1,172,167",1.118,mscoll390_item394,,
0002_mscoll390_item1029,0002,,2,A,University of Pennsylvania Libraries,"1,173,925",1.12,mscoll390_item1029,,
0002_mscoll390_item795,0002,,2,A,University of Pennsylvania Libraries,"1,174,609",1.12,mscoll390_item795,,
0002_mscoll390_item2458,0002,,2,A,University of Pennsylvania Libraries,"1,174,965",1.121,mscoll390_item2458,,
0002_mscodex289,0002,,2,A,University of Pennsylvania Libraries,"1,175,302",1.121,mscodex289,,
0002_mscodex519,0002,,2,A,University of Pennsylvania Libraries,"1,175,483",1.121,mscodex519,,
0002_mscoll390_item1080,0002,,2,A,University of Pennsylvania Libraries,"1,177,496",1.123,mscoll390_item1080,,
0002_mscoll390_item995,0002,,2,A,University of Pennsylvania Libraries,"1,179,455",1.125,mscoll390_item995,,
0002_ms_coll_700_item102,0002,,2,A,University of Pennsylvania Libraries,"1,179,860",1.125,ms_coll_700_item102,,
0002_mscoll390_item2686,0002,,2,A,University of Pennsylvania Libraries,"1,180,790",1.126,mscoll390_item2686,,
0002_mscoll390_item1360,0002,,2,A,University of Pennsylvania Libraries,"1,182,226",1.127,mscoll390_item1360,,
0002_mscoll390_item2779,0002,,2,A,University of Pennsylvania Libraries,"1,182,589",1.128,mscoll390_item2779,,
0002_mscoll390_item679,0002,,2,A,University of Pennsylvania Libraries,"1,184,163",1.129,mscoll390_item679,,
0002_mscoll390_item656,0002,,2,A,University of Pennsylvania Libraries,"1,185,104",1.13,mscoll390_item656,,
0002_mscoll390_item110,0002,,2,A,University of Pennsylvania Libraries,"1,185,195",1.13,mscoll390_item110,,
0002_mscoll390_item87,0002,,2,A,University of Pennsylvania Libraries,"1,186,874",1.132,mscoll390_item87,,
0002_mscoll390_item2725,0002,,2,A,University of Pennsylvania Libraries,"1,187,426",1.132,mscoll390_item2725,,
0002_mscoll390_item1846,0002,,2,A,University of Pennsylvania Libraries,"1,188,161",1.133,mscoll390_item1846,,
0002_mscoll390_item1296,0002,,2,A,University of Pennsylvania Libraries,"1,188,472",1.133,mscoll390_item1296,,
0002_mscoll390_item1023,0002,,2,A,University of Pennsylvania Libraries,"1,189,493",1.134,mscoll390_item1023,,
0002_mscoll390_item1637,0002,,2,A,University of Pennsylvania Libraries,"1,193,631",1.138,mscoll390_item1637,,
0002_mscoll390_item626,0002,,2,A,University of Pennsylvania Libraries,"1,193,820",1.139,mscoll390_item626,,
0002_mscoll390_item1633,0002,,2,A,University of Pennsylvania Libraries,"1,195,592",1.14,mscoll390_item1633,,
0002_mscoll390_item411,0002,,2,A,University of Pennsylvania Libraries,"1,196,024",1.141,mscoll390_item411,,
0002_mscoll390_item791,0002,,2,A,University of Pennsylvania Libraries,"1,197,219",1.142,mscoll390_item791,,
0002_mscoll390_item1067,0002,,2,A,University of Pennsylvania Libraries,"1,198,049",1.143,mscoll390_item1067,,
0002_mscoll390_item2011,0002,,2,A,University of Pennsylvania Libraries,"1,204,449",1.149,mscoll390_item2011,,
0002_mscoll390_item1038,0002,,2,A,University of Pennsylvania Libraries,"1,206,229",1.15,mscoll390_item1038,,
0002_mscoll390_item868,0002,,2,A,University of Pennsylvania Libraries,"1,206,293",1.15,mscoll390_item868,,
0002_mscoll390_item973,0002,,2,A,University of Pennsylvania Libraries,"1,207,880",1.152,mscoll390_item973,,
0002_mscoll390_item1855,0002,,2,A,University of Pennsylvania Libraries,"1,207,924",1.152,mscoll390_item1855,,
0002_mscoll390_item143,0002,,2,A,University of Pennsylvania Libraries,"1,208,543",1.153,mscoll390_item143,,
0002_mscoll390_item1288,0002,,2,A,University of Pennsylvania Libraries,"1,209,108",1.153,mscoll390_item1288,,
0002_mscoll390_item561,0002,,2,A,University of Pennsylvania Libraries,"1,211,288",1.155,mscoll390_item561,,
0002_mscoll390_item1184,0002,,2,A,University of Pennsylvania Libraries,"1,212,103",1.156,mscoll390_item1184,,
0002_mscoll390_item2399,0002,,2,A,University of Pennsylvania Libraries,"1,212,676",1.156,mscoll390_item2399,,
0002_mscoll390_item1349,0002,,2,A,University of Pennsylvania Libraries,"1,213,138",1.157,mscoll390_item1349,,
0002_mscoll390_item2713,0002,,2,A,University of Pennsylvania Libraries,"1,215,553",1.159,mscoll390_item2713,,
0002_mscoll390_item2953,0002,,2,A,University of Pennsylvania Libraries,"1,216,342",1.16,mscoll390_item2953,,
0002_mscoll390_item642,0002,,2,A,University of Pennsylvania Libraries,"1,217,875",1.161,mscoll390_item642,,
0002_mscodex1110,0002,,2,A,University of Pennsylvania Libraries,"1,217,916",1.161,mscodex1110,,
0002_mscoll390_item1982,0002,,2,A,University of Pennsylvania Libraries,"1,218,168",1.162,mscoll390_item1982,,
0002_mscoll390_item2561,0002,,2,A,University of Pennsylvania Libraries,"1,219,432",1.163,mscoll390_item2561,,
0002_mscoll390_item1332,0002,,2,A,University of Pennsylvania Libraries,"1,222,422",1.166,mscoll390_item1332,,
0002_mscoll390_item1557,0002,,2,A,University of Pennsylvania Libraries,"1,223,363",1.167,mscoll390_item1557,,
0002_mscodex1126,0002,,2,A,University of Pennsylvania Libraries,"1,225,390",1.169,mscodex1126,,
0002_mscoll390_item2630,0002,,2,A,University of Pennsylvania Libraries,"1,225,400",1.169,mscoll390_item2630,,
0002_mscoll390_item1176,0002,,2,A,University of Pennsylvania Libraries,"1,226,103",1.169,mscoll390_item1176,,
0002_mscoll390_item1514,0002,,2,A,University of Pennsylvania Libraries,"1,227,581",1.171,mscoll390_item1514,,
0002_ms_coll_700_item146,0002,,2,A,University of Pennsylvania Libraries,"1,229,496",1.173,ms_coll_700_item146,,
0002_ms_coll_700_item81,0002,,2,A,University of Pennsylvania Libraries,"1,229,950",1.173,ms_coll_700_item81,,
0002_mscoll390_item1655,0002,,2,A,University of Pennsylvania Libraries,"1,230,919",1.174,mscoll390_item1655,,
0002_msindic7,0002,,2,A,University of Pennsylvania Libraries,"1,230,957",1.174,msindic7,,
0002_mscoll390_item296,0002,,2,A,University of Pennsylvania Libraries,"1,231,930",1.175,mscoll390_item296,,
0002_mscoll390_item2595,0002,,2,A,University of Pennsylvania Libraries,"1,234,234",1.177,mscoll390_item2595,,
0002_mscoll390_item1943,0002,,2,A,University of Pennsylvania Libraries,"1,234,731",1.178,mscoll390_item1943,,
0002_mscoll390_item360,0002,,2,A,University of Pennsylvania Libraries,"1,234,849",1.178,mscoll390_item360,,
0002_mscoll390_item253,0002,,2,A,University of Pennsylvania Libraries,"1,238,065",1.181,mscoll390_item253,,
0002_mscoll390_item259,0002,,2,A,University of Pennsylvania Libraries,"1,238,812",1.181,mscoll390_item259,,
0002_mscoll390_item2491,0002,,2,A,University of Pennsylvania Libraries,"1,241,908",1.184,mscoll390_item2491,,
0002_mscoll390_item2514,0002,,2,A,University of Pennsylvania Libraries,"1,243,565",1.186,mscoll390_item2514,,
0002_mscoll390_item1180,0002,,2,A,University of Pennsylvania Libraries,"1,245,684",1.188,mscoll390_item1180,,
0002_mscoll390_item410,0002,,2,A,University of Pennsylvania Libraries,"1,246,405",1.189,mscoll390_item410,,
0002_mscoll390_item1034,0002,,2,A,University of Pennsylvania Libraries,"1,246,862",1.189,mscoll390_item1034,,
0002_mscodex1114,0002,,2,A,University of Pennsylvania Libraries,"1,249,967",1.192,mscodex1114,,
0002_msroll1563,0002,,2,A,University of Pennsylvania Libraries,"1,250,272",1.192,msroll1563,,
0002_mscoll390_item1505,0002,,2,A,University of Pennsylvania Libraries,"1,250,947",1.193,mscoll390_item1505,,
