repo,Path extension,Priority,Group,Repo Name,size,size_gb,folder,STATUS,Notes
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,132328,0.126,mscoll764_item87,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,132394,0.126,h171,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,132659,0.127,h457,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,132774,0.127,h269,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,132814,0.127,mscoll742_f1,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,133021,0.127,h122,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,133089,0.127,mscoll742_f24,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,133245,0.127,mscoll742_f74,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,133853,0.128,h110,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,133907,0.128,h202,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,133984,0.128,h111,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,134167,0.128,mscoll742_f27,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,134405,0.128,mscoll742_f66,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,134524,0.128,mscoll764_item34,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,135154,0.129,mscoll742_f98,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,135191,0.129,h440,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,135282,0.129,h474,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,135397,0.129,h217,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,135528,0.129,h047,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,135538,0.129,h341,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,135639,0.129,mscoll742_f61,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,135922,0.13,mscoll105,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,136220,0.13,h219,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,136279,0.13,h062,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,136321,0.13,mscoll764_item67,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,136371,0.13,mscoll742_f42,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,136508,0.13,mscoll742_f4,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,136669,0.13,mscoll764_item150,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,136763,0.13,mscoll86,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,136887,0.131,mscoll764_item144,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,137080,0.131,h235,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,137135,0.131,mscoll764_item110,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,137229,0.131,mscoll742_f69,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,137257,0.131,mscoll742_f67,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,137951,0.132,h381,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,137985,0.132,h376,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,138039,0.132,mscoll764_item196,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,138052,0.132,h070,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,138158,0.132,msoversize23,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,138408,0.132,h153,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,138545,0.132,mscoll742_f55,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,139268,0.133,mscoll742_f88,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,139621,0.133,mscoll764_item68,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,139729,0.133,h205,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,140136,0.134,mscoll742_f36,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,140187,0.134,h212,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,140511,0.134,h032,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,140626,0.134,mscoll764_item183,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,141123,0.135,h336,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,141287,0.135,mscoll591_f20,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,141471,0.135,mscoll742_f65,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,141669,0.135,mscoll390_item2228,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,142174,0.136,mscoll742_f33,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,142381,0.136,h447,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,142530,0.136,mscoll390_item487,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,142714,0.136,mscoll742_f15,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,142804,0.136,h099,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,142812,0.136,h431,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,143216,0.137,h395,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,143505,0.137,h182,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,143994,0.137,miscmss_claustris,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,143994,0.137,msoversize39,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,144173,0.137,mscoll764_item173,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,144204,0.138,mscoll764_item154,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,144316,0.138,mscoll390_item1975,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,144778,0.138,h238,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,144780,0.138,mscoll742_f46,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,145273,0.139,mscoll742_f31,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,145886,0.139,mscoll742_f43,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,146476,0.14,mscoll390_item2796,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,146754,0.14,mscoll742_f95,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,147426,0.141,h206,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,147811,0.141,h297,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,147929,0.141,h167,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,147983,0.141,mscoll390_item3039,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,148048,0.141,h273,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,148230,0.141,h278,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,148317,0.141,mscoll390_item455,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,148660,0.142,h218,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,148893,0.142,h415,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,149468,0.143,h334,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,149542,0.143,mscoll742_f11,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,149578,0.143,h343,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,149831,0.143,mscoll764_item159,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,149935,0.143,mscoll764_item156,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,150065,0.143,mscoll390_item64,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,150182,0.143,h378,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,150511,0.144,mscoll742_f51,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,150547,0.144,mscoll742_f80,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,150593,0.144,mscoll742_f79,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,150795,0.144,mscoll742_f84,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,151193,0.144,h460,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,151274,0.144,miscmss_lempereur,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,151288,0.144,mscoll49_f67,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,151315,0.144,miscmss1,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,151442,0.144,h359,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,151631,0.145,h373,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,151727,0.145,miscmss13,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,151955,0.145,mscoll591_f9,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,152147,0.145,mscoll742_f5,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,152192,0.145,h357,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,152302,0.145,miscmss_pistoia,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,152393,0.145,mscoll742_f102,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,152695,0.146,mscoll742_f93,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153076,0.146,mscoll390_item407,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153189,0.146,mscoll742_f97,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153222,0.146,mscoll764_item172,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153445,0.146,h159,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153473,0.146,mscoll742_f82,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153670,0.147,h233,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153856,0.147,mscoll591_f22,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153907,0.147,mscoll390_item981,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,153925,0.147,h156,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,154322,0.147,mscoll390_item2441,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,154420,0.147,h261,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,154515,0.147,mscoll742_f72,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155102,0.148,mscoll390_item186,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155159,0.148,h242,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155209,0.148,miscmsslarge_gregoryxi,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155292,0.148,mscoll591_f4,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155309,0.148,h114,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155564,0.148,mscoll390_item2202,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155767,0.149,mscoll764_item146,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155785,0.149,mscoll591_f13,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155831,0.149,miscmss_paulus,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155918,0.149,h271,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,155959,0.149,mscoll764_item194,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,156059,0.149,h003,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,156101,0.149,h326,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,156187,0.149,mscoll764_item175,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,156485,0.149,h276,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,156503,0.149,h280,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,156507,0.149,mscoll764_item244,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,156671,0.149,h401,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,157152,0.15,h072,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,157422,0.15,mscoll742_f63,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,157512,0.15,h310,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,157512,0.15,mscoll764_item197,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,157741,0.15,mscoll720,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,157831,0.151,mscoll390_item2543,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,157941,0.151,mscoll390_item469,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,158143,0.151,h379,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,158426,0.151,mscoll591_f23,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,158459,0.151,mscoll390_item3038,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,158460,0.151,h127,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,158656,0.151,h065,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,158819,0.151,h428,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,158975,0.152,mscoll742_f87,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,159129,0.152,mscoll390_item467,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,160078,0.153,mscoll390_item1304,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,160223,0.153,h240,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,160483,0.153,mscoll591_f15,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,160498,0.153,h193,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,160630,0.153,mscoll742_f57,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,160856,0.153,mscoll390_item2408,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,161388,0.154,mscoll764_item30,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,161479,0.154,mscoll742_f10,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,161576,0.154,mscoll764_item20,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,161927,0.154,mscoll764_item238,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,162273,0.155,mscoll390_item468,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,162860,0.155,miscmsslarge_girardi,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,163088,0.156,mscoll1052,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,163377,0.156,mscoll390_item3036,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,163417,0.156,h339,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,163617,0.156,mscoll390_item466,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,164413,0.157,h049,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,164429,0.157,mscoll764_item192,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,164523,0.157,mscoll742_f49,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,164538,0.157,mscoll764_item64,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,164706,0.157,mscoll742_f94,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,164834,0.157,h396,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,164898,0.157,h055,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,165022,0.157,h329,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,165675,0.158,mscoll742_f78,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,166032,0.158,msoversize17,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,166442,0.159,h158,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,166470,0.159,miscmsslarge_villabalzana,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,166513,0.159,h197,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,166562,0.159,mscoll591_f18,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,167302,0.16,mscoll764_item11,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,167411,0.16,mscoll764_item250,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,167604,0.16,mscoll764_item239,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,167796,0.16,h009,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,167988,0.16,mscoll764_item136,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,167988,0.16,msoversize8,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,168021,0.16,mscoll764_item140,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,168469,0.161,mscoll390_item2515,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,169212,0.161,h412,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,169276,0.161,miscmss_grimaldi,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,169409,0.162,mscoll764_item220,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,169514,0.162,mscoll742_f85,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,169679,0.162,mscoll764_item188,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,170607,0.163,h315,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,170968,0.163,mscoll742_f68,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,171241,0.163,mscoll764_item133,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,172100,0.164,h400,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,172128,0.164,mscoll742_f3,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,172293,0.164,h426,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,172311,0.164,miscmsslarge_bingham,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,172335,0.164,h213,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,172405,0.164,mscoll390_item2507,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,172970,0.165,mscoll742_f47,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,173043,0.165,miscmss_ernst,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,173186,0.165,mscoll591_f37,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,173490,0.165,mscoll764_item120,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,173517,0.165,h382,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,174019,0.166,mscoll390_item1365,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,174231,0.166,miscmsslarge_cistercianmissal,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,174309,0.166,h162,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,174559,0.166,mscoll390_item2182,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,174760,0.167,h448,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,175022,0.167,h287,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,175232,0.167,h263,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,175476,0.167,h322,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,175525,0.167,mscoll764_item73,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,175546,0.167,h061,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,175968,0.168,mscoll764_item96,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,175995,0.168,msoversize7,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,176799,0.169,mscoll390_item99,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,177002,0.169,mscoll764_item61,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,177115,0.169,h258,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,177412,0.169,miscmsslarge_rolet,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,178445,0.17,mscoll742_f23,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,178472,0.17,miscmss_marano,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,178844,0.171,mscoll764_item3,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,179431,0.171,h089,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,179888,0.172,h088,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,179998,0.172,h411,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,180108,0.172,h392,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,180757,0.172,mscoll591_f5,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,181027,0.173,h250,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,181260,0.173,mscoll742_f90,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,181277,0.173,h095,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,181314,0.173,miscmsslarge_samuellord,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,181387,0.173,h043,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,181451,0.173,h406,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,181689,0.173,miscmss_maliers,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,181734,0.173,h420,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,182229,0.174,mscoll742_f62,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,182509,0.174,mscoll764_item224,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,182528,0.174,mscoll764_item86,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,182841,0.174,mscoll764_item189,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,182960,0.174,h119,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,183130,0.175,h277,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,183175,0.175,mscoll764_item28,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,183397,0.175,mscoll390_item417,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,183435,0.175,h349,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,183944,0.175,mscoll764_item58,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,184090,0.176,h314,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,184138,0.176,h039,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,184430,0.176,mscoll390_item1431,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,184779,0.176,mscoll764_item205,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,184788,0.176,mscoll742_f108,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,184875,0.176,h300,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,185160,0.177,h139,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,185272,0.177,h115,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,185515,0.177,mscoll390_item1598,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,185876,0.177,mscoll742_f106,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,186227,0.178,mscoll88,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,186315,0.178,mscoll742_f109,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,186562,0.178,mscoll742_f54,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,186659,0.178,mscoll764_item77,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,187887,0.179,mscoll764_item137,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,188060,0.179,h294,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,188325,0.18,h117,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,188980,0.18,h140,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,189236,0.18,mscoll764_item247,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,189527,0.181,mscoll390_item1593,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,189613,0.181,mscoll390_item470,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,189967,0.181,h236,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,190666,0.182,miscmsslarge_beraldus,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,190963,0.182,h313,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,191278,0.182,mscoll591_f3,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,191633,0.183,mscoll390_item456,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,192207,0.183,mscoll764_item47,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,192366,0.183,mscoll390_item486,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,192453,0.184,mscoll390_item875,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,193125,0.184,mscoll742_f37,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,193818,0.185,mscoll390_item1391,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,193938,0.185,h374,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,194035,0.185,h239,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,194729,0.186,h317,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,194907,0.186,miscmsslarge_box3f8,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,195172,0.186,mscoll390_item476,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,196250,0.187,mscoll764_item227,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,196515,0.187,h335,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,196800,0.188,mscoll390_item2337,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,197018,0.188,h394,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,197124,0.188,mscoll764_item176,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,197136,0.188,mscoll390_item2634,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,197311,0.188,mscoll713,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,197657,0.189,h107,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,198262,0.189,mscoll764_item182,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,198278,0.189,mscoll390_item1355,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,198343,0.189,h019,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,198425,0.189,h154,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,198609,0.189,mscoll742_f92,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,199578,0.19,msoversize38,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,199732,0.19,mscoll390_item1345,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,200214,0.191,mscoll390_item596,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,200495,0.191,mscoll390_item990,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,200764,0.191,mscoll390_item1321,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,201018,0.192,mscoll764_item117,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,201222,0.192,mscoll390_item460,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,201319,0.192,mscoll390_item3035,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,201434,0.192,mscoll742_f9,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,202018,0.193,mscoll742_f52,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,202097,0.193,mscoll764_item91,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,202884,0.193,mscoll764_item171,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,203408,0.194,msoversize36,,
0002,,2,2_PENNLIB,University of Pennsylvania Libraries,203495,0.194,h468,,
