size,folder
2613,html
9124724,PC1
120244971,PC10
34810998,PC11
24952886,PC2
42493355,PC3
35242327,PC4
11386505,PC5
53194255,PC6
35374885,PC7I
37007915,PC7II
42054972,PC8
22203175,PC9
