size,folder
20659,lewis_e_m_043_002a
20623,lewis_e_m_043_002b
24005,lewis_e_m_043_002c
381680,lewis_e_m_043_003
364012,lewis_e_m_043_004
384843,lewis_e_m_043_005
397010,lewis_e_m_043_006
57295,lewis_e_m_043_007
118007,lewis_e_m_043_007a
249595,lewis_e_m_043_008
246899,lewis_e_m_043_009
109978,lewis_e_m_043_009a
72834,lewis_e_m_043_009b
83109,lewis_e_m_043_010
114478,lewis_e_m_043_011
150219,lewis_e_m_043_012
139296,lewis_e_m_043_013
145410,lewis_e_m_043_014
148399,lewis_e_m_043_015
147677,lewis_e_m_043_016
151873,lewis_e_m_043_017
162759,lewis_e_m_043_018
139131,lewis_e_m_043_019
211616,lewis_e_m_043_020
168829,lewis_e_m_043_021
35732,lewis_e_m_043_022a
83858,lewis_e_m_043_022b
127514,lewis_e_m_043_022c
41628,lewis_e_m_043_023a
81097,lewis_e_m_043_023b
127650,lewis_e_m_043_023c
140959,lewis_e_m_043_024
204806,lewis_e_m_043_025
151983,lewis_e_m_044_001
155748,lewis_e_m_044_002
243103,lewis_e_m_044_002a-003c
332543,lewis_e_m_044_004-005
283964,lewis_e_m_044_006
678452,lewis_e_m_044_006a-b
83474,lewis_e_m_044_007
363259,lewis_e_m_044_008
89607,lewis_e_m_044_008a
40047,lewis_e_m_044_009
158135,lewis_e_m_044_009a
340645,lewis_e_m_044_010
330329,lewis_e_m_044_011
149249,lewis_e_m_044_012
105484,lewis_e_m_044_013
67742,lewis_e_m_044_014
115740,lewis_e_m_044_015
66542,lewis_e_m_044_016
184231,lewis_e_m_044_017
149844,lewis_e_m_044_018
105713,lewis_e_m_044_019
315850,lewis_e_m_044_020-022
227375,lewis_e_m_044_023
348871,lewis_e_m_044_024
353396,lewis_e_m_044_024a
69781,lewis_e_m_044_025
95878,lewis_e_m_044_026
307818,lewis_e_m_044_027-028
456058,lewis_e_m_045_001
234166,lewis_e_m_045_002
227475,lewis_e_m_045_003
30266,lewis_e_m_045_004
143591,lewis_e_m_045_005
1479809,lewis_e_m_045_006-010
110383,lewis_e_m_045_011
47578,lewis_e_m_045_012
143427,lewis_e_m_045_013
62862,lewis_e_m_045_014
1732335,lewis_e_m_045_015-025
66655,lewis_e_m_045_025
210744,lewis_e_m_045_026
227640,lewis_e_m_045_027
136526,lewis_e_m_045_028
70128,lewis_e_m_046_001a
44499,lewis_e_m_046_001b
47368,lewis_e_m_046_001c
190090,lewis_e_m_046_002
175669,lewis_e_m_046_003a-c
59261,lewis_e_m_046_004
151513,lewis_e_m_046_005a-b
148336,lewis_e_m_046_006
222768,lewis_e_m_046_007
273004,lewis_e_m_046_008
256104,lewis_e_m_046_009
284184,lewis_e_m_046_010
164240,lewis_e_m_046_011
182503,lewis_e_m_046_012
154703,lewis_e_m_046_013
315864,lewis_e_m_046_014
214230,lewis_e_m_046_015
170731,lewis_e_m_046_016
264120,lewis_e_m_046_017
196178,lewis_e_m_046_018
112002,lewis_e_m_046_019
177010,lewis_e_m_047_001
154341,lewis_e_m_047_002
116754,lewis_e_m_047_003
173015,lewis_e_m_047_003a
153765,lewis_e_m_047_004
133784,lewis_e_m_047_005
164542,lewis_e_m_047_006
70034,lewis_e_m_047_007
71725,lewis_e_m_047_008
86505,lewis_e_m_047_009
103040,lewis_e_m_047_010
153902,lewis_e_m_047_011
146800,lewis_e_m_047_011a
1270621,lewis_e_m_047_012-015
50436,lewis_e_m_047_015
60610,lewis_e_m_047_016
142385,lewis_e_m_047_017
441358,lewis_e_m_047_018-020
383429,lewis_e_m_047_021-022
110658,lewis_e_m_048_001
62862,lewis_e_m_048_002
136718,lewis_e_m_048_003
54293,lewis_e_m_048_003a
329119,lewis_e_m_048_004
90128,lewis_e_m_048_005
148271,lewis_e_m_048_006
210153,lewis_e_m_048_007
39745,lewis_e_m_048_008
46610,lewis_e_m_048_009
1711941,lewis_e_m_048_010a-e
151571,lewis_e_m_048_011
401399,lewis_e_m_048_012-013
138820,lewis_e_m_048_014
158920,lewis_e_m_048_015
232219,lewis_e_m_048_016
162467,lewis_e_m_048_017
601905,lewis_e_m_048_018-020
47469,lewis_e_m_048_021
323640,lewis_e_m_048_022-023
238919,lewis_e_m_048_024
158892,lewis_e_m_048_025
87733,lewis_e_m_049_001
158765,lewis_e_m_049_002
283754,lewis_e_m_049_003
177960,lewis_e_m_049_004
168354,lewis_e_m_049_005
193536,lewis_e_m_049_007
391406,lewis_e_m_049_008
150072,lewis_e_m_049_009
175693,lewis_e_m_049_010
177183,lewis_e_m_049_011
230775,lewis_e_m_049_012
41747,lewis_e_m_050_001
95805,lewis_e_m_050_002
80584,lewis_e_m_050_003
199788,lewis_e_m_050_004
286094,lewis_e_m_050_005
255107,lewis_e_m_050_006
143500,lewis_e_m_050_007
8235169,lewis_e_m_063_001-031
245958,lewis_e_m_064_001
306934,lewis_e_m_064_002
281753,lewis_e_m_064_003
254888,lewis_e_m_064_004
242539,lewis_e_m_064_005
244485,lewis_e_m_064_006
243133,lewis_e_m_064_007
212265,lewis_e_m_064_008
254541,lewis_e_m_064_009
252959,lewis_e_m_064_010
576917,lewis_e_m_064_011
303187,lewis_e_m_064_012
304787,lewis_e_m_064_013
585446,lewis_e_m_064_014
190291,lewis_e_m_064_015
313168,lewis_e_m_064_016
351331,lewis_e_m_064_017
278680,lewis_e_m_064_018
523591,lewis_e_m_064_019
524926,lewis_e_m_064_020
527055,lewis_e_m_064_021
506663,lewis_e_m_064_022
520758,lewis_e_m_064_023
514926,lewis_e_m_064_024
519258,lewis_e_m_064_025
521151,lewis_e_m_064_026
522358,lewis_e_m_064_027
333122,lewis_e_m_064_028
275545,lewis_e_m_065_001
274604,lewis_e_m_065_002
289933,lewis_e_m_065_003
277209,lewis_e_m_065_004
265436,lewis_e_m_065_005
272730,lewis_e_m_065_006
291487,lewis_e_m_065_007
277264,lewis_e_m_065_008
284677,lewis_e_m_065_009
273790,lewis_e_m_065_010
291715,lewis_e_m_065_011
278133,lewis_e_m_065_012
274888,lewis_e_m_065_013
265253,lewis_e_m_065_014
267575,lewis_e_m_065_015
257849,lewis_e_m_065_016
275527,lewis_e_m_065_017
263791,lewis_e_m_065_018
262922,lewis_e_m_065_019
258096,lewis_e_m_065_020
265820,lewis_e_m_065_021
264842,lewis_e_m_065_022
267657,lewis_e_m_065_023
268827,lewis_e_m_065_024
260573,lewis_e_m_065_025
277886,lewis_e_m_065_026
260445,lewis_e_m_065_027
269631,lewis_e_m_065_028
261798,lewis_e_m_065_029
294513,lewis_e_m_065_030
286972,lewis_e_m_065_031
279696,lewis_e_m_065_032
278416,lewis_e_m_065_033
272154,lewis_e_m_065_034
273809,lewis_e_m_065_035
280244,lewis_e_m_065_036
272236,lewis_e_m_065_037
269303,lewis_e_m_065_038
282867,lewis_e_m_065_039
281835,lewis_e_m_065_040
277127,lewis_e_m_065_041
285536,lewis_e_m_065_042
269019,lewis_e_m_065_043
271917,lewis_e_m_065_044
266697,lewis_e_m_065_045
257374,lewis_e_m_065_046
270225,lewis_e_m_065_047
276002,lewis_e_m_065_048
286012,lewis_e_m_065_049
274467,lewis_e_m_065_050
283598,lewis_e_m_065_051
285134,lewis_e_m_065_052
280116,lewis_e_m_065_053
271057,lewis_e_m_065_054
274092,lewis_e_m_065_055
286002,lewis_e_m_065_056
261953,lewis_e_m_065_057
267950,lewis_e_m_065_058
262730,lewis_e_m_065_059
284101,lewis_e_m_065_060
269668,lewis_e_m_065_061
271634,lewis_e_m_065_062
277986,lewis_e_m_065_063
279321,lewis_e_m_065_064
284759,lewis_e_m_065_065
275518,lewis_e_m_065_066
287684,lewis_e_m_065_067
286633,lewis_e_m_065_068
263754,lewis_e_m_065_069
282246,lewis_e_m_065_070
265071,lewis_e_m_065_071
277456,lewis_e_m_065_072
267612,lewis_e_m_065_073
258105,lewis_e_m_065_074
262922,lewis_e_m_065_075
269878,lewis_e_m_065_076
260711,lewis_e_m_065_077
277456,lewis_e_m_065_078
390359,lewis_e_m_066_001a-b
4136467,lewis_e_m_066_002-003h
269595,lewis_e_m_066_004
170629,lewis_e_m_066_005
242950,lewis_e_m_066_006
156458,lewis_e_m_066_007
208215,lewis_e_m_066_008
161470,lewis_e_m_066_009
232101,lewis_e_m_066_010
214971,lewis_e_m_066_011
278242,lewis_e_m_066_012
491298,lewis_e_m_066_013-014
575748,lewis_e_m_066_015-016
247959,lewis_e_m_066_016a
197466,lewis_e_m_066_017
227283,lewis_e_m_066_018
197274,lewis_e_m_066_019
209066,lewis_e_m_066_020
66094,lewis_e_m_066_021
483824,lewis_e_m_066_022
446119,lewis_e_m_066_023
506983,lewis_e_m_066_024-025
189441,lewis_e_m_066_026
264303,lewis_e_m_067_001
267337,lewis_e_m_067_002
308351,lewis_e_m_067_003
364941,lewis_e_m_067_004
332282,lewis_e_m_067_005
322903,lewis_e_m_067_006
337346,lewis_e_m_067_007
241497,lewis_e_m_067_008
339192,lewis_e_m_067_009
340792,lewis_e_m_067_010
402810,lewis_e_m_067_011
385562,lewis_e_m_067_012
927335,lewis_e_m_067_013-016
327742,lewis_e_m_067_017
168518,lewis_e_m_067_018
306477,lewis_e_m_067_019
307775,lewis_e_m_067_020
305399,lewis_e_m_067_021
304577,lewis_e_m_067_022
246259,lewis_e_m_067_023
243507,lewis_e_m_067_024
262292,lewis_e_m_067_025
339740,lewis_e_m_067_026
323333,lewis_e_m_067_027
265793,lewis_e_m_068_001
216899,lewis_e_m_068_002
1109416,lewis_e_m_068_003-006
1404594,lewis_e_m_068_007-009
411445,lewis_e_m_068_010-011
305024,lewis_e_m_068_012
371549,lewis_e_m_068_013
358085,lewis_e_m_068_014
217000,lewis_e_m_068_015
232210,lewis_e_m_068_016
581571,lewis_e_m_068_017-018
414994,lewis_e_m_068_019
200976,lewis_e_m_068_020
300481,lewis_e_m_068_021
362894,lewis_e_m_068_022
262484,lewis_e_m_069_001
1063732,lewis_e_m_069_002-005
858950,lewis_e_m_069_006-008
281121,lewis_e_m_069_009
360243,lewis_e_m_069_010
297090,lewis_e_m_069_011
985144,lewis_e_m_069_012-013
306917,lewis_e_m_069_014
938006,lewis_e_m_069_015-017
297895,lewis_e_m_069_018
654092,lewis_e_m_069_019-020
252804,lewis_e_m_069_021
146087,lewis_e_m_069_022
363478,lewis_e_m_070_001
259349,lewis_e_m_070_002
320700,lewis_e_m_070_003
332437,lewis_e_m_070_004
1347017,lewis_e_m_070_005-008
1245127,lewis_e_m_070_009-011
1727200,lewis_e_m_070_012-016
139495,lewis_e_m_071_001a-c
277849,lewis_e_m_071_002
362683,lewis_e_m_071_003
304567,lewis_e_m_071_004
306733,lewis_e_m_071_005
585766,lewis_e_m_071_006-007
618746,lewis_e_m_071_008-009
1347090,lewis_e_m_071_010-013
631369,lewis_e_m_071_014-015
266652,lewis_e_m_072_001
287922,lewis_e_m_072_002
388277,lewis_e_m_072_003
2344844,lewis_e_m_072_004-010
129871,lewis_e_m_072_011a
144012,lewis_e_m_072_011b
362793,lewis_e_m_072_012
686038,lewis_e_m_072_013-014
620062,lewis_e_m_072_015-016
120380,lewis_e_m_072_017
1498916,lewis_e_m_072_017-021
330801,lewis_e_m_072_022
507485,lewis_e_m_072_023-024
1141930,lewis_e_m_073_001-004
338049,lewis_e_m_073_005
325106,lewis_e_m_073_006
946790,lewis_e_m_073_007-009
1336580,lewis_e_m_073_010-013
332089,lewis_e_m_073_014
2062502,lewis_e_m_073_015-020
356056,lewis_e_m_074_001
699430,lewis_e_m_074_002-003
1264852,lewis_e_m_074_004-007
272329,lewis_e_m_074_007a
329174,lewis_e_m_074_008
172586,lewis_e_m_074_009
329374,lewis_e_m_074_010
388898,lewis_e_m_074_011
611196,lewis_e_m_074_012-013
227201,lewis_e_m_074_014
349831,lewis_e_m_074_015
392435,lewis_e_m_074_016
83772,lewis_e_m_074_017
197512,lewis_e_m_074_018
52441,lewis_e_m_074_019
391348,lewis_e_m_075_001
334549,lewis_e_m_075_002
351148,lewis_e_m_075_003
342482,lewis_e_m_075_004
334292,lewis_e_m_075_005
211927,lewis_e_m_075_006
123003,lewis_e_m_075_007
123607,lewis_e_m_075_008
175026,lewis_e_m_075_009
172367,lewis_e_m_075_010
309046,lewis_e_m_075_011
180921,lewis_e_m_075_012
305984,lewis_e_m_075_013
330526,lewis_e_m_075_014
294266,lewis_e_m_075_015
337144,lewis_e_m_075_016
347902,lewis_e_m_075_017
714859,lewis_e_m_076_001-002
494579,lewis_e_m_076_003-004
233718,lewis_e_m_076_005
321194,lewis_e_m_076_006
1720103,lewis_e_m_076_007-012
368012,lewis_e_m_076_013
310846,lewis_e_m_076_014
297666,lewis_e_m_076_015
270756,lewis_e_m_076_016
284577,lewis_e_m_076_017
258151,lewis_e_m_076_018
887054,lewis_e_m_076_019-021
355307,lewis_e_m_076_022
311733,lewis_e_m_076_023
309119,lewis_e_m_076_024
240921,lewis_e_m_076_025
274321,lewis_e_m_076_026
302593,lewis_e_m_076_027
1225127,lewis_e_m_076_028-029
72876,lewis_e_m_076_029a
1904616,lewis_e_m_076_030-035
309174,lewis_e_m_076_036
677675,lewis_e_m_076_037-038
786348,lewis_e_m_076_039-040
327190,lewis_e_m_076_041
1871892,lewis_e_m_076_042-044
288516,lewis_e_m_076_045
244732,lewis_e_m_076_046
241231,lewis_e_m_076_047
254413,lewis_e_m_076_048
577216,lewis_e_m_076_049-054
164067,lewis_e_m_076_055
216909,lewis_e_m_076_056
76021,lewis_e_m_076_057
37173,lewis_e_m_077_001
28005,lewis_e_m_077_002
36268,lewis_e_m_077_003
36936,lewis_e_m_077_004
37127,lewis_e_m_077_005
37008,lewis_e_m_077_006
36122,lewis_e_m_077_007
37201,lewis_e_m_077_008
29632,lewis_e_m_077_009
37740,lewis_e_m_077_010
73261,lewis_e_m_077_011
111605,lewis_e_m_077_012
112187,lewis_e_m_077_013
87898,lewis_e_m_077_014
83799,lewis_e_m_077_015
54787,lewis_e_m_077_016
102008,lewis_e_m_077_017
142970,lewis_e_m_077_018
120024,lewis_e_m_077_019
88708,lewis_e_m_077_020
142638,lewis_e_m_077_021
130069,lewis_e_m_077_022
72346,lewis_e_m_077_023
76843,lewis_e_m_077_024
74494,lewis_e_m_077_025
72273,lewis_e_m_077_026
75235,lewis_e_m_077_027
78269,lewis_e_m_077_028
104010,lewis_e_m_077_029
79457,lewis_e_m_077_030
34753981,lewis_o_002
135245747,lewis_o_003
99828390,lewis_o_005
61046098,lewis_o_007
11631313,lewis_o_008
23254019,lewis_o_009
20829571,lewis_o_010
251633096,lewis_o_011
81438803,lewis_o_012
33256506,lewis_o_015
88487725,lewis_o_016
89375267,lewis_o_017
87711135,lewis_o_018
26597703,lewis_o_019
1833384,lewis_o_020
7476462,lewis_o_021
34049173,lewis_o_023
8068965,lewis_o_024
13965128,lewis_o_025
7047775,lewis_o_026
6560160,lewis_o_027
8450327,lewis_o_028
10319806,lewis_o_029
27928905,lewis_o_030
7314717,lewis_o_031
7229046,lewis_o_033
11917364,lewis_o_036
12849852,lewis_o_037
11332572,lewis_o_040
6789800,lewis_o_042
26263301,lewis_o_043
93598220,lewis_o_044
11499213,lewis_o_045
18048677,lewis_o_047
31729458,lewis_o_048
180724742,lewis_o_050
154864345,lewis_o_051
57179061,lewis_o_056
255548156,lewis_o_058
5945183,lewis_o_061
112075618,lewis_o_063
17382268,lewis_o_070
4512957,lewis_o_072
12073716,lewis_o_076
4471417,lewis_o_082
18286784,lewis_o_085
939312,lewis_o_088
63568816,lewis_o_093
9499416,lewis_o_100
33723315,lewis_o_126
1668777,lewis_o_170
70750,lewis_t001
56189,lewis_t002
153993,lewis_t003
246378,lewis_t004
243304,lewis_t005
120813,lewis_t006
222196,lewis_t007
203188,lewis_t008
205476,lewis_t009
187851,lewis_t010
93318,lewis_t011
55650,lewis_t012
55494,lewis_t013
197073,lewis_t014
185748,lewis_t015
115923,lewis_t016
208782,lewis_t017
114524,lewis_t018
148116,lewis_t019
224221,lewis_t020
144414,lewis_t021
99954,lewis_t022
169359,lewis_t023
240693,lewis_t024
248809,lewis_t025
233252,lewis_t026
143304,lewis_t027
226040,lewis_t028
55293,lewis_t029
55266,lewis_t030
239330,lewis_t031
263535,lewis_t032
420412,lewis_t033
182463,lewis_t034
250354,lewis_t035
89087,lewis_t036
105914,lewis_t037
129451,lewis_t038
366245,lewis_t039
287618,lewis_t040
293083,lewis_t041
426545,lewis_t042
175757,lewis_t043
226845,lewis_t044
241167,lewis_t045
175218,lewis_t046
200406,lewis_t047
275095,lewis_t048
79452,lewis_t050
73583,lewis_t051
118405,lewis_t052
147294,lewis_t053
152513,lewis_t054
165208,lewis_t055
199852,lewis_t056
201854,lewis_t057
203855,lewis_t058
208362,lewis_t059
130000,lewis_t060
151480,lewis_t061
252438,lewis_t062
245427,lewis_t063
220611,lewis_t064
287124,lewis_t065
132166,lewis_t066
132610,lewis_t067
67076,lewis_t068
92458,lewis_t069
73968,lewis_t070
653637,lewis_t071
303550,lewis_t072
260775,lewis_t073
235107,lewis_t074
206579,lewis_t075
201982,lewis_t076
148948,lewis_t077
170566,lewis_t078a
148875,lewis_t078b
241926,lewis_t079
197247,lewis_t080
243304,lewis_t081
210575,lewis_t082
200190,lewis_t083
245708,lewis_t084
296532,lewis_t085
182385,lewis_t086
227229,lewis_t087
246268,lewis_t088
456024,lewis_t089
253123,lewis_t090
238581,lewis_t091
169588,lewis_t092
78639,lewis_t093
159816,lewis_t094
86033,lewis_t095
431664,lewis_t096
186891,lewis_t097
140666,lewis_t098
84854,lewis_t099
68556,lewis_t100
155475,lewis_t101
225547,lewis_t102
220556,lewis_t103
231598,lewis_t104
254601,lewis_t105a
188060,lewis_t105b
187777,lewis_t106
199386,lewis_t107
185319,lewis_t108
135136,lewis_t109
134588,lewis_t110
234787,lewis_t111
234988,lewis_t112
257983,lewis_t113
258103,lewis_t114
118500,lewis_t115
106349,lewis_t116
84915,lewis_t117
39873,lewis_t118
34800,lewis_t119
54552,lewis_t120
157650,lewis_t121
247667,lewis_t122
533765,lewis_t123
203892,lewis_t124
203472,lewis_t125
308393,lewis_t126
126014,lewis_t127
245926,lewis_t128
150288,lewis_t129
147254,lewis_t130
339802,lewis_t131
210083,lewis_t132
60366,lewis_t133
174313,lewis_t134
162902,lewis_t135
99559,lewis_t136
73547,lewis_t137
240852,lewis_t138
349901,lewis_t139
127915,lewis_t140
187567,lewis_t141
109214,lewis_t142
154313,lewis_t143
119013,lewis_t144
136325,lewis_t145
237548,lewis_t146
181626,lewis_t147
408648,lewis_t148
173628,lewis_t149
171397,lewis_t150
209961,lewis_t151
332991,lewis_t152
143911,lewis_t153
73592,lewis_t154
82032,lewis_t155
40778,lewis_t156
170684,lewis_t157
248650,lewis_t158
213581,lewis_t159
141755,lewis_t160
137111,lewis_t161
187485,lewis_t162
253709,lewis_t163
50257,lewis_t164
43630,lewis_t165
36994,lewis_t166
20504,lewis_t167
51856,lewis_t168
59909,lewis_t169
229203,lewis_t170
199112,lewis_t171
284354,lewis_t172
137979,lewis_t173
111454,lewis_t174
90155,lewis_t175
128537,lewis_t176
190656,lewis_t177
181754,lewis_t178
305551,lewis_t179
266862,lewis_t180
83090,lewis_t181
266268,lewis_t182
267145,lewis_t183
125703,lewis_t184
103948,lewis_t185
109195,lewis_t186
167485,lewis_t187
252539,lewis_t188
249961,lewis_t189
68775,lewis_t190
299280,lewis_t191
167230,lewis_t192
747850,lewis_t193
1457801,lewis_t194
249568,lewis_t195
174176,lewis_t196
113748,lewis_t197
125557,lewis_t198
291868,lewis_t199
212169,lewis_t200
353631,lewis_t201
236759,lewis_t202
238928,lewis_t203
129533,lewis_t204
90932,lewis_t205
64960,lewis_t206
101514,lewis_t207
28481,lewis_t208
34568,lewis_t209
41140,lewis_t210
79497,lewis_t211
27447,lewis_t212
34897,lewis_t213
47868,lewis_t214
32402,lewis_t215
49010,lewis_t216
34093,lewis_t217
28535,lewis_t218
116937,lewis_t219
100082,lewis_t220
55357,lewis_t221
86727,lewis_t222
92724,lewis_t223
130539,lewis_t224
146023,lewis_t225
114826,lewis_t226
110283,lewis_t227
69296,lewis_t228
81134,lewis_t229
74653,lewis_t230
68845,lewis_t231
55412,lewis_t232
60613,lewis_t233
31990,lewis_t234
74531,lewis_t235
151937,lewis_t236
72029,lewis_t237
57066,lewis_t238
389292,lewis_t239
39494,lewis_t240
95157,lewis_t241
93510,lewis_t242
80476,lewis_t243
45363,lewis_t244
107531,lewis_t245
99552,lewis_t246
52402,lewis_t247
46277,lewis_t248
102440,lewis_t249
194925,lewis_t250
78909,lewis_t251
186817,lewis_t252
116635,lewis_t253
117257,lewis_t254
61131,lewis_t255
36972,lewis_t256
138527,lewis_t257
106752,lewis_t258
123235,lewis_t259
109094,lewis_t260
113135,lewis_t261
115228,lewis_t262
101435,lewis_t263
60719,lewis_t264
35638,lewis_t265
64101,lewis_t266
113827,lewis_t267
142833,lewis_t268
126544,lewis_t269
179276,lewis_t270
225492,lewis_t271
174332,lewis_t272
158592,lewis_t273
697262,lewis_t274
209158,lewis_t275
387015,lewis_t276
99415,lewis_t277
80116,lewis_t278
357839,lewis_t279
137842,lewis_t280
344326,lewis_t281
343329,lewis_t282
153280,lewis_t283
685060,lewis_t284
362235,lewis_t285
355170,lewis_t286
438322,lewis_t287
704146,lewis_t288
269257,lewis_t289
270765,lewis_t290
322272,lewis_t291
456950,lewis_t292
316624,lewis_t293
339749,lewis_t294
439803,lewis_t295
312657,lewis_t296
306898,lewis_t297
497243,lewis_t298
345983,lewis_t299
712958,lewis_t300
368295,lewis_t301
469016,lewis_t302
312346,lewis_t303
249120,lewis_t304
141952,lewis_t305
601926,lewis_t306
345544,lewis_t307
615491,lewis_t308
313306,lewis_t309
393112,lewis_t310
314814,lewis_t311
431612,lewis_t312
522032,lewis_t313
151774,lewis_t314
2747841,lewis_t315
2595165,lewis_t316
313497,lewis_t317
365553,lewis_t318
624988,lewis_t319
534121,lewis_t320
308750,lewis_t321
477288,lewis_t322
318104,lewis_t323
520971,lewis_t324
343762,lewis_t325
758506,lewis_t326
595696,lewis_t327
460232,lewis_t328
288004,lewis_t329
293242,lewis_t329a
629869,lewis_t330
361491,lewis_t331
394749,lewis_t332
333242,lewis_t333
333406,lewis_t334
333763,lewis_t335
301724,lewis_t336
346266,lewis_t337
471554,lewis_t338
330316,lewis_t339
327720,lewis_t340
314869,lewis_t341
348607,lewis_t342
265930,lewis_t343
394319,lewis_t344
678817,lewis_t345
385754,lewis_t346
595958,lewis_t347
380489,lewis_t348
287812,lewis_t349
459656,lewis_t350
728552,lewis_t351
382235,lewis_t352
316660,lewis_t353
347126,lewis_t354
313379,lewis_t355
462015,lewis_t356
590747,lewis_t357
446768,lewis_t358
318991,lewis_t359
431009,lewis_t360
472773,lewis_t361
296788,lewis_t362
318488,lewis_t363
318461,lewis_t364
323753,lewis_t365
303672,lewis_t366
275874,lewis_t367
339905,lewis_t368
292803,lewis_t369
440909,lewis_t370
280015,lewis_t371
255244,lewis_t372
473172,lewis_t373
282813,lewis_t374
416220,lewis_t375
387747,lewis_t376
628873,lewis_t377
475018,lewis_t378
612091,lewis_t379
266396,lewis_t380
275655,lewis_t381
303781,lewis_t382
319033,lewis_t383
200867,lewis_t384
370590,lewis_t385
343899,lewis_t386
425635,lewis_t387
413304,lewis_t388
281122,lewis_t389
301788,lewis_t390
285920,lewis_t391
286761,lewis_t392
285655,lewis_t393
534651,lewis_t394
264769,lewis_t395
137382,lewis_t396
118711,lewis_t397
769342,lewis_t398
210607,lewis_t399
197856,lewis_t399a
120600,lewis_t400
406914,lewis_t401
366166,lewis_t402
381744,lewis_t403
121772,lewis_t404
122056,lewis_t405
99329,lewis_t406
214815,lewis_t407
81743,lewis_t408
107062,lewis_t409
270317,lewis_t410
341678,lewis_t411
360928,lewis_t412
699119,lewis_t413
281121,lewis_t414
268443,lewis_t415
275957,lewis_t416
254842,lewis_t417
263141,lewis_t418
326084,lewis_t419
435160,lewis_t420
335928,lewis_t421
333561,lewis_t422
339932,lewis_t423
337098,lewis_t424
402829,lewis_t425
306258,lewis_t426
311249,lewis_t427
311916,lewis_t428
322994,lewis_t429
322967,lewis_t430
323579,lewis_t431
270811,lewis_t432
264860,lewis_t433
265811,lewis_t434
266570,lewis_t435
269330,lewis_t436
470423,lewis_t437
606991,lewis_t438
349859,lewis_t439
644595,lewis_t440
253233,lewis_t441
332172,lewis_t442
340590,lewis_t443
310033,lewis_t444
339621,lewis_t445
310152,lewis_t446
392811,lewis_t447
252118,lewis_t449
109357,lewis_t450
194779,lewis_t451
77760,lewis_t452
80476,lewis_t453
88483,lewis_t454
80421,lewis_t455
82751,lewis_t456
82697,lewis_t457
94128,lewis_t458
153015,lewis_t459
133738,lewis_t460
209679,lewis_t461
126325,lewis_t462
182833,lewis_t463
80475,lewis_t464
247411,lewis_t465
263553,lewis_t466
162427,lewis_t467
104201,lewis_t468
266017,lewis_t469
265747,lewis_t470
271707,lewis_t471
181626,lewis_t472
147979,lewis_t473
70073,lewis_t474
126562,lewis_t475
109927,lewis_t476
117074,lewis_t477
102934,lewis_t478
177403,lewis_t479
174039,lewis_t480
270527,lewis_t481
437468,lewis_t482
214970,lewis_t483
164542,lewis_t484
164661,lewis_t485
340087,lewis_t486
469757,lewis_t487
480520,lewis_t488
405617,lewis_t489
427884,lewis_t490
201863,lewis_t491
268635,lewis_t492
304969,lewis_t493
330590,lewis_t494
563426,lewis_t496
470127,lewis_t497
280746,lewis_t498
85905,lewis_t499
60165,lewis_t500
251149,lewis_t501
594751,lewis_t502
307583,lewis_t503
290774,lewis_t504
318228,lewis_t505
757446,lewis_t506
456161,lewis_t507
133537,lewis_t508
459291,lewis_t509
916456,lewis_t510
453623,lewis_t511
145499,lewis_t512
151184,lewis_t513
142290,lewis_t514
143314,lewis_t515
199584,lewis_t516
140654,lewis_t517
578448,lewis_t518
356723,lewis_t519
317391,lewis_t520
387043,lewis_t521
155017,lewis_t522
509591,lewis_t523
511245,lewis_t524
445388,lewis_t525
311871,lewis_t526
249458,lewis_t527
246003,lewis_t528
375571,lewis_t529
379419,lewis_t530
378862,lewis_t531
466777,lewis_t532
406403,lewis_t533
410799,lewis_t534
409117,lewis_t535
376156,lewis_t536
371183,lewis_t537
425699,lewis_t538
412417,lewis_t539
411156,lewis_t540
412938,lewis_t541
412957,lewis_t542
377427,lewis_t543
377198,lewis_t544
376486,lewis_t545
377134,lewis_t546
377198,lewis_t547
352610,lewis_t548
363871,lewis_t549
355297,lewis_t550
528174,lewis_t551
538284,lewis_t552
407875,lewis_t553
406183,lewis_t554
224404,lewis_t555
381604,lewis_t556
385553,lewis_t557
426832,lewis_t558
529889,lewis_t559
930624,lewis_t560
663443,lewis_t561
844711,lewis_t562
423395,lewis_t563
652734,lewis_t564
659580,lewis_t565
269221,lewis_t566
325152,lewis_t567
67367,lewis_t568
105274,lewis_t569
230653,lewis_t570
38703,lewis_t571
325956,lewis_t572
46299,lewis_t573
158307,lewis_t574
1094697,lewis_t575
1151914,lewis_t576
607368,lewis_t577
557360,lewis_t578
421676,lewis_t618
257337,lewis_t619
345170,lewis_t620
520578,lewis_t621
481722,lewis_t622
292995,lewis_t623
533960,lewis_t624
503175,lewis_t625
320417,lewis_t626
411403,lewis_t627
409538,lewis_t628
271634,lewis_t629
293608,lewis_t630
323872,lewis_t631
592816,lewis_t632
409958,lewis_t633
503522,lewis_t634
248654,lewis_t635
268535,lewis_t636
223261,lewis_t637
282739,lewis_t638
265939,lewis_t639
355444,lewis_t640
351047,lewis_t641
353405,lewis_t642
356413,lewis_t643
407033,lewis_t644
357610,lewis_t645
350608,lewis_t646
352775,lewis_t647
342601,lewis_t648
360672,lewis_t649
356870,lewis_t650
350902,lewis_t651
352446,lewis_t652
